variant,counts_9114_c_F_1,counts_9114_c_F_3,counts_9114_c_F_2,counts_9114_c_F_6,counts_9114_c_F_7,counts_9114_c_F_5,counts_9114_c_F_4,counts_9114_c_F_8
0000111000101011,5.0,35.0,7.0,31.0,7.0,28.0,21.0,9.0
0000111000100111,5.0,17.0,6.0,8.0,31.0,15.0,3.0,10.0
0000111000100101,5.0,10.0,6.0,9.0,13.0,21.0,5.0,18.0
0000111000100001,5.0,17.0,7.0,6.0,6.0,12.0,13.0,15.0
0000111000011110,5.0,10.0,4.0,11.0,10.0,12.0,14.0,11.0
0000111000010100,5.0,59.0,17.0,36.0,17.0,17.0,35.0,8.0
0000111000010001,5.0,44.0,5.0,12.0,23.0,38.0,9.0,33.0
0000111000001111,5.0,34.0,13.0,36.0,10.0,27.0,15.0,14.0
0000111000001010,5.0,23.0,4.0,29.0,13.0,20.0,40.0,2.0
0000111000001001,5.0,36.0,6.0,15.0,23.0,31.0,36.0,25.0
0000111000001000,5.0,40.0,2.0,22.0,5.0,16.0,7.0,10.0
0000110110110101,5.0,8.0,6.0,8.0,4.0,8.0,1.0,5.0
0000110110110010,5.0,12.0,9.0,17.0,16.0,15.0,2.0,2.0
0000110110010010,5.0,28.0,10.0,11.0,10.0,38.0,13.0,2.0
0000110101101001,5.0,8.0,7.0,8.0,10.0,22.0,29.0,0.0
0000110101101000,5.0,17.0,3.0,12.0,6.0,42.0,35.0,1.0
0000110100011110,5.0,14.0,3.0,19.0,1.0,17.0,4.0,10.0
0000110100001101,5.0,36.0,5.0,25.0,10.0,20.0,24.0,29.0
0000110011000001,5.0,41.0,11.0,15.0,5.0,31.0,24.0,0.0
0000110010110011,5.0,6.0,5.0,7.0,7.0,5.0,13.0,2.0
0000110010100000,5.0,56.0,4.0,12.0,7.0,31.0,14.0,0.0
0000110010010110,5.0,11.0,2.0,6.0,2.0,6.0,4.0,5.0
0000110010000101,5.0,40.0,6.0,7.0,23.0,11.0,16.0,13.0
0000110001101011,5.0,19.0,6.0,10.0,8.0,10.0,17.0,2.0
0000110001001101,5.0,60.0,13.0,7.0,7.0,15.0,9.0,5.0
0000110001001010,5.0,33.0,8.0,20.0,2.0,36.0,32.0,0.0
0000110001000001,5.0,33.0,7.0,21.0,11.0,12.0,30.0,2.0
0000110000110111,5.0,9.0,4.0,5.0,12.0,2.0,4.0,9.0
0000110000101101,5.0,5.0,11.0,12.0,4.0,12.0,17.0,21.0
0000110000100000,5.0,32.0,5.0,7.0,9.0,6.0,15.0,5.0
0000110000011101,5.0,6.0,5.0,17.0,7.0,14.0,8.0,30.0
0000110000011001,5.0,24.0,19.0,15.0,10.0,4.0,14.0,23.0
0000110000010000,5.0,6.0,4.0,15.0,4.0,4.0,8.0,5.0
0000110000000000,5.0,22.0,7.0,21.0,3.0,9.0,19.0,4.0
0000101111111000,5.0,49.0,3.0,8.0,3.0,8.0,8.0,0.0
0000101111110100,5.0,5.0,11.0,12.0,4.0,9.0,8.0,0.0
0000101111100110,5.0,56.0,53.0,13.0,0.0,16.0,27.0,0.0
0000101111100101,5.0,44.0,12.0,15.0,4.0,22.0,19.0,1.0
0000101111010111,5.0,42.0,7.0,17.0,8.0,22.0,16.0,3.0
0000101111001100,5.0,65.0,4.0,16.0,6.0,36.0,18.0,0.0
0000101110111110,5.0,7.0,5.0,15.0,4.0,11.0,11.0,3.0
0000101110101110,5.0,17.0,17.0,3.0,7.0,10.0,22.0,3.0
0000101110101101,5.0,18.0,8.0,7.0,19.0,23.0,9.0,21.0
0000101110101011,5.0,31.0,6.0,18.0,14.0,26.0,27.0,4.0
0000101110101001,5.0,29.0,5.0,20.0,18.0,46.0,17.0,4.0
0000101110011111,5.0,15.0,4.0,11.0,20.0,13.0,1.0,38.0
0000101110001011,5.0,108.0,3.0,10.0,4.0,17.0,23.0,12.0
0000101110000110,5.0,28.0,30.0,15.0,2.0,12.0,19.0,3.0
0000101101101011,5.0,92.0,24.0,26.0,3.0,31.0,31.0,1.0
0000101101010111,5.0,23.0,11.0,16.0,22.0,21.0,13.0,6.0
0000101101010110,5.0,25.0,3.0,19.0,3.0,30.0,24.0,1.0
0000101101010010,5.0,29.0,51.0,59.0,10.0,30.0,11.0,4.0
0000101100111100,5.0,35.0,7.0,33.0,14.0,19.0,16.0,10.0
0000101100011101,5.0,17.0,24.0,15.0,27.0,30.0,27.0,32.0
0000101100011000,5.0,215.0,127.0,24.0,15.0,29.0,29.0,8.0
0000101100010100,5.0,73.0,7.0,5.0,12.0,15.0,27.0,14.0
0000101011110001,5.0,33.0,12.0,9.0,8.0,38.0,62.0,1.0
0000101011101010,5.0,121.0,10.0,14.0,1.0,17.0,31.0,0.0
0000101011100110,5.0,15.0,5.0,9.0,1.0,21.0,19.0,0.0
0000101011100101,5.0,39.0,10.0,9.0,6.0,36.0,19.0,1.0
0000101011011101,5.0,25.0,11.0,11.0,17.0,16.0,6.0,19.0
0000101011011011,5.0,83.0,23.0,28.0,17.0,34.0,56.0,3.0
0000101011010001,5.0,80.0,8.0,33.0,3.0,76.0,58.0,8.0
0000101010110001,5.0,19.0,5.0,27.0,15.0,19.0,7.0,19.0
0000101010101010,5.0,51.0,12.0,29.0,14.0,30.0,60.0,1.0
0000101010100000,5.0,78.0,4.0,31.0,5.0,10.0,37.0,0.0
0000101010010110,5.0,8.0,7.0,28.0,9.0,6.0,16.0,3.0
0000101010000100,5.0,74.0,9.0,38.0,11.0,51.0,28.0,2.0
0000101001101011,5.0,66.0,5.0,48.0,11.0,78.0,41.0,2.0
0000101001011100,5.0,33.0,8.0,29.0,7.0,10.0,11.0,4.0
0000101001000011,5.0,83.0,15.0,37.0,14.0,115.0,41.0,5.0
0000101000111111,5.0,10.0,4.0,4.0,12.0,11.0,13.0,21.0
0000101000111010,5.0,31.0,18.0,70.0,27.0,47.0,20.0,8.0
0000101000110101,5.0,14.0,7.0,7.0,9.0,7.0,9.0,5.0
0000101000101110,5.0,36.0,17.0,16.0,9.0,11.0,14.0,3.0
0000101000001010,5.0,71.0,52.0,42.0,20.0,46.0,15.0,2.0
0000100111011101,5.0,5.0,3.0,6.0,3.0,15.0,0.0,9.0
0000100110011101,5.0,4.0,2.0,6.0,11.0,4.0,5.0,27.0
0000100110010011,5.0,14.0,2.0,0.0,5.0,11.0,7.0,19.0
0000100100111101,5.0,4.0,3.0,2.0,2.0,4.0,1.0,8.0
0000100100110111,5.0,10.0,1.0,0.0,2.0,8.0,5.0,1.0
0000100010010100,5.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0
0000100010001010,5.0,7.0,2.0,17.0,4.0,9.0,5.0,0.0
0000100001110111,5.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0
0000100001001101,5.0,7.0,9.0,1.0,3.0,7.0,4.0,0.0
0000011111111110,5.0,86.0,9.0,6.0,6.0,20.0,6.0,6.0
0000011111111011,5.0,47.0,10.0,25.0,20.0,22.0,24.0,7.0
0000011111101011,5.0,77.0,11.0,13.0,12.0,27.0,14.0,0.0
0000011111100011,5.0,147.0,10.0,40.0,19.0,50.0,51.0,1.0
0000011111011101,5.0,16.0,11.0,19.0,28.0,36.0,25.0,15.0
0000011111011011,5.0,63.0,55.0,47.0,24.0,59.0,44.0,4.0
0000011111010111,5.0,23.0,9.0,21.0,5.0,25.0,11.0,8.0
0000011111010101,5.0,29.0,2.0,6.0,21.0,91.0,34.0,28.0
0000011111001111,5.0,17.0,6.0,8.0,1.0,32.0,17.0,5.0
0000011111001000,5.0,50.0,5.0,25.0,3.0,22.0,36.0,2.0
0000011110111100,5.0,18.0,6.0,22.0,13.0,8.0,17.0,22.0
0000011110101001,5.0,20.0,8.0,15.0,21.0,11.0,15.0,8.0
0000011110100100,5.0,33.0,42.0,33.0,12.0,26.0,30.0,11.0
0000011110100010,5.0,65.0,6.0,16.0,41.0,44.0,19.0,4.0
0000011110100000,5.0,41.0,21.0,29.0,8.0,49.0,34.0,3.0
0000011110000001,5.0,9.0,4.0,38.0,16.0,11.0,21.0,4.0
0000011101110100,5.0,52.0,1.0,37.0,33.0,95.0,40.0,8.0
0000011101101111,5.0,74.0,5.0,8.0,15.0,9.0,18.0,11.0
0000011101100101,5.0,50.0,12.0,43.0,30.0,59.0,34.0,18.0
0000011101100100,5.0,143.0,8.0,44.0,21.0,37.0,33.0,3.0
0000011101011110,5.0,13.0,6.0,12.0,16.0,13.0,13.0,12.0
0000011100111111,5.0,6.0,2.0,5.0,17.0,8.0,15.0,21.0
0000011100110110,5.0,7.0,7.0,10.0,6.0,23.0,14.0,7.0
0000011100101110,5.0,27.0,4.0,9.0,11.0,17.0,11.0,11.0
0000011100010111,5.0,50.0,33.0,36.0,14.0,27.0,31.0,19.0
0000011100010110,5.0,28.0,71.0,13.0,24.0,14.0,8.0,5.0
0000011100001111,5.0,18.0,53.0,13.0,22.0,39.0,7.0,12.0
0000011100000110,5.0,38.0,9.0,18.0,27.0,11.0,18.0,1.0
0000011011100100,5.0,79.0,7.0,25.0,8.0,57.0,27.0,2.0
0000011011010110,5.0,43.0,9.0,12.0,14.0,49.0,30.0,5.0
0000011011010100,5.0,68.0,7.0,8.0,4.0,14.0,26.0,2.0
0000011011010001,5.0,90.0,6.0,21.0,33.0,45.0,25.0,14.0
0000011010101110,5.0,17.0,40.0,14.0,10.0,31.0,14.0,5.0
0000011010101010,5.0,38.0,3.0,44.0,19.0,51.0,46.0,5.0
0000011010100001,5.0,16.0,8.0,19.0,17.0,21.0,28.0,28.0
0000011010011110,5.0,62.0,23.0,55.0,13.0,42.0,18.0,12.0
0000011010010110,5.0,29.0,8.0,20.0,30.0,33.0,39.0,15.0
0000011001011101,5.0,13.0,15.0,18.0,30.0,39.0,39.0,45.0
0000011001011001,5.0,26.0,40.0,22.0,26.0,38.0,12.0,27.0
0000011001010101,5.0,27.0,5.0,7.0,26.0,30.0,5.0,25.0
0000011001001010,5.0,42.0,8.0,27.0,12.0,53.0,24.0,4.0
0000011001000100,5.0,86.0,7.0,63.0,31.0,63.0,44.0,3.0
0000011000110100,5.0,19.0,5.0,51.0,29.0,5.0,25.0,11.0
0000011000110010,5.0,31.0,5.0,6.0,4.0,33.0,18.0,2.0
0000011000100110,5.0,16.0,6.0,19.0,13.0,23.0,25.0,27.0
0000011000100011,5.0,48.0,9.0,38.0,58.0,74.0,54.0,30.0
0000011000010100,5.0,30.0,5.0,13.0,60.0,30.0,15.0,23.0
0000011000010010,5.0,98.0,20.0,29.0,16.0,54.0,72.0,38.0
0000010111001111,5.0,48.0,12.0,51.0,50.0,80.0,32.0,12.0
0000010111001100,5.0,75.0,31.0,24.0,9.0,59.0,62.0,1.0
0000010111000000,5.0,207.0,35.0,20.0,6.0,76.0,61.0,0.0
0000010110111000,5.0,44.0,19.0,41.0,13.0,14.0,12.0,9.0
0000010110001011,5.0,74.0,84.0,39.0,34.0,60.0,44.0,12.0
0000010110000100,5.0,21.0,7.0,19.0,17.0,41.0,40.0,6.0
0000010101110001,5.0,118.0,34.0,42.0,26.0,89.0,57.0,46.0
0000010101101010,5.0,182.0,25.0,75.0,24.0,167.0,69.0,1.0
0000010101100010,5.0,196.0,69.0,45.0,8.0,92.0,114.0,3.0
0000010101011110,5.0,90.0,29.0,44.0,22.0,26.0,12.0,12.0
0000010011010000,5.0,109.0,18.0,25.0,34.0,78.0,50.0,2.0
0000010011000100,5.0,165.0,49.0,21.0,16.0,126.0,59.0,2.0
0000010011000000,5.0,377.0,18.0,57.0,14.0,105.0,120.0,0.0
0000010010110110,5.0,29.0,5.0,25.0,37.0,30.0,26.0,10.0
0000010000111100,5.0,38.0,10.0,46.0,35.0,42.0,71.0,41.0
0000010000010100,5.0,26.0,12.0,32.0,39.0,78.0,20.0,26.0
0000001111111101,5.0,17.0,9.0,29.0,14.0,28.0,15.0,4.0
0000001111101011,5.0,95.0,41.0,34.0,17.0,58.0,55.0,0.0
0000001111000001,5.0,136.0,40.0,39.0,5.0,31.0,17.0,0.0
0000001110110101,5.0,20.0,78.0,5.0,5.0,12.0,22.0,5.0
0000001110110011,5.0,89.0,9.0,26.0,21.0,27.0,28.0,26.0
0000001110101101,5.0,30.0,10.0,19.0,25.0,32.0,11.0,19.0
0000001110101001,5.0,25.0,10.0,3.0,9.0,25.0,11.0,9.0
0000001110100010,5.0,29.0,6.0,19.0,9.0,20.0,18.0,0.0
0000001110010110,5.0,35.0,54.0,23.0,29.0,31.0,11.0,28.0
0000001110000000,5.0,19.0,6.0,16.0,3.0,10.0,28.0,2.0
0000001101101111,5.0,40.0,6.0,9.0,11.0,38.0,24.0,8.0
0000001101010000,5.0,34.0,64.0,33.0,13.0,23.0,15.0,7.0
0000001100111110,5.0,7.0,11.0,7.0,3.0,5.0,5.0,0.0
0000001100111000,5.0,28.0,3.0,24.0,5.0,26.0,20.0,8.0
0000001100011001,5.0,56.0,60.0,12.0,51.0,49.0,35.0,31.0
0000001100010110,5.0,12.0,6.0,16.0,7.0,28.0,19.0,5.0
0000001100010101,5.0,25.0,19.0,38.0,10.0,9.0,13.0,20.0
0000001100001110,5.0,21.0,17.0,16.0,7.0,25.0,17.0,10.0
0000001011111011,5.0,23.0,14.0,6.0,10.0,30.0,15.0,2.0
0000001011101100,5.0,68.0,6.0,7.0,5.0,37.0,23.0,2.0
0000001011100011,5.0,129.0,19.0,22.0,3.0,61.0,113.0,1.0
0000001011011011,5.0,28.0,6.0,8.0,31.0,36.0,10.0,3.0
0000001011011000,5.0,39.0,73.0,16.0,7.0,36.0,18.0,1.0
0000001011000110,5.0,16.0,9.0,16.0,6.0,20.0,32.0,0.0
0000001010010100,5.0,40.0,7.0,9.0,14.0,45.0,22.0,11.0
0000001010001100,5.0,27.0,1.0,25.0,22.0,45.0,45.0,18.0
0000001010000010,5.0,116.0,76.0,75.0,17.0,56.0,53.0,3.0
0000001001111111,5.0,26.0,6.0,13.0,9.0,20.0,2.0,19.0
0000001001100100,5.0,36.0,11.0,29.0,11.0,20.0,51.0,2.0
0000001001000000,5.0,44.0,13.0,14.0,9.0,36.0,53.0,3.0
0000001000111101,5.0,33.0,13.0,15.0,13.0,21.0,21.0,27.0
0000001000101111,5.0,14.0,12.0,16.0,33.0,26.0,9.0,29.0
0000001000101011,5.0,15.0,21.0,12.0,20.0,43.0,19.0,16.0
0000001000100000,5.0,13.0,6.0,21.0,16.0,26.0,37.0,1.0
0000001000010111,5.0,11.0,31.0,15.0,10.0,11.0,4.0,37.0
0000001000010001,5.0,73.0,5.0,58.0,54.0,21.0,20.0,49.0
0000001000001100,5.0,106.0,35.0,33.0,10.0,75.0,51.0,11.0
0000001000000101,5.0,10.0,10.0,22.0,28.0,42.0,20.0,21.0
0000001000000100,5.0,11.0,7.0,23.0,44.0,58.0,41.0,11.0
0000000111001011,5.0,8.0,8.0,3.0,3.0,6.0,15.0,0.0
0000000110110111,5.0,1.0,6.0,0.0,4.0,5.0,3.0,5.0
0000000110000110,5.0,1.0,0.0,2.0,2.0,19.0,2.0,4.0
0000000101100001,5.0,8.0,11.0,4.0,6.0,2.0,6.0,1.0
0000000100011100,5.0,9.0,5.0,5.0,6.0,2.0,2.0,4.0
0000000100001011,5.0,25.0,7.0,3.0,11.0,12.0,12.0,5.0
0000000100000010,5.0,14.0,5.0,15.0,7.0,20.0,4.0,7.0
0000000011010101,5.0,6.0,1.0,3.0,3.0,4.0,1.0,2.0
0000000011000011,5.0,14.0,9.0,4.0,3.0,10.0,12.0,0.0
0000000010111101,5.0,29.0,8.0,2.0,6.0,1.0,2.0,6.0
0000000010011000,5.0,4.0,4.0,15.0,9.0,6.0,46.0,4.0
0000000010001011,5.0,32.0,7.0,7.0,12.0,6.0,10.0,5.0
0000000001101000,5.0,14.0,5.0,5.0,3.0,3.0,5.0,1.0
0000000001100100,5.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0
0000000001001011,5.0,47.0,4.0,52.0,17.0,46.0,44.0,6.0
0000000000000111,5.0,14.0,2.0,6.0,10.0,3.0,5.0,6.0
1111111111010100,4.0,17.0,10.0,76.0,32.0,69.0,29.0,19.0
1111111101010100,4.0,74.0,14.0,63.0,173.0,106.0,137.0,78.0
1111111011111010,4.0,73.0,12.0,56.0,41.0,134.0,144.0,26.0
1111111011010000,4.0,24.0,12.0,60.0,35.0,68.0,95.0,16.0
1111111001000110,4.0,37.0,17.0,232.0,138.0,97.0,265.0,42.0
1111110101111110,4.0,44.0,4.0,52.0,63.0,168.0,22.0,100.0
1111110011011110,4.0,16.0,4.0,254.0,69.0,53.0,99.0,43.0
1111110010111001,4.0,30.0,12.0,19.0,23.0,82.0,34.0,75.0
1111110001111110,4.0,33.0,8.0,55.0,53.0,106.0,93.0,29.0
1111101101001110,4.0,29.0,5.0,63.0,37.0,79.0,71.0,35.0
1111100111111110,4.0,24.0,8.0,23.0,52.0,121.0,74.0,37.0
1111100111010110,4.0,25.0,10.0,81.0,33.0,115.0,60.0,11.0
1111100100101010,4.0,99.0,28.0,76.0,153.0,135.0,90.0,173.0
1111100010111100,4.0,28.0,14.0,177.0,185.0,23.0,23.0,129.0
1111100000101110,4.0,18.0,16.0,103.0,41.0,48.0,25.0,70.0
1111011000111110,4.0,50.0,16.0,42.0,121.0,149.0,152.0,114.0
1111010101110110,4.0,26.0,10.0,94.0,76.0,50.0,86.0,53.0
1111010000110010,4.0,30.0,16.0,204.0,92.0,148.0,161.0,142.0
1111001111011110,4.0,40.0,11.0,32.0,127.0,114.0,70.0,30.0
1110111111000110,4.0,26.0,33.0,33.0,45.0,61.0,71.0,2.0
1110111110001110,4.0,12.0,4.0,69.0,26.0,95.0,21.0,40.0
1110111101111110,4.0,80.0,8.0,94.0,34.0,336.0,79.0,68.0
1110111101010110,4.0,42.0,7.0,54.0,169.0,154.0,148.0,101.0
1110111011011111,4.0,14.0,10.0,141.0,43.0,87.0,25.0,132.0
1110111010110110,4.0,14.0,8.0,60.0,129.0,67.0,33.0,43.0
1110111001011110,4.0,20.0,8.0,60.0,188.0,132.0,20.0,30.0
1110111001010000,4.0,99.0,14.0,45.0,75.0,24.0,40.0,36.0
1110110111111101,4.0,25.0,7.0,41.0,68.0,72.0,73.0,37.0
1110110111111011,4.0,64.0,15.0,65.0,199.0,96.0,77.0,51.0
1110110111101110,4.0,50.0,8.0,106.0,86.0,151.0,53.0,19.0
1110110110110100,4.0,9.0,9.0,34.0,33.0,33.0,47.0,58.0
1110110110101010,4.0,17.0,67.0,179.0,84.0,40.0,46.0,41.0
1110110101111101,4.0,25.0,11.0,73.0,85.0,41.0,160.0,71.0
1110110101101110,4.0,23.0,12.0,69.0,48.0,103.0,44.0,5.0
1110110101001110,4.0,29.0,4.0,55.0,27.0,31.0,90.0,3.0
1110110101001000,4.0,16.0,79.0,23.0,28.0,77.0,81.0,4.0
1110110100111100,4.0,10.0,67.0,127.0,105.0,131.0,92.0,194.0
1110110100101000,4.0,22.0,9.0,21.0,35.0,28.0,41.0,15.0
1110110100100000,4.0,27.0,7.0,46.0,73.0,106.0,90.0,32.0
1110110100000000,4.0,26.0,12.0,59.0,33.0,41.0,79.0,51.0
1110110011101111,4.0,18.0,7.0,75.0,62.0,224.0,54.0,17.0
1110110011100100,4.0,36.0,6.0,94.0,26.0,82.0,157.0,13.0
1110110011011110,4.0,27.0,6.0,83.0,102.0,303.0,146.0,27.0
1110110010111101,4.0,7.0,6.0,13.0,19.0,19.0,30.0,44.0
1110110010110101,4.0,11.0,8.0,19.0,106.0,92.0,48.0,164.0
1110110010110100,4.0,6.0,7.0,18.0,22.0,60.0,22.0,22.0
1110110010101100,4.0,10.0,6.0,21.0,78.0,21.0,38.0,40.0
1110110001111100,4.0,15.0,4.0,118.0,73.0,105.0,79.0,95.0
1110110001110101,4.0,16.0,4.0,27.0,48.0,143.0,28.0,107.0
1110110001110010,4.0,43.0,16.0,120.0,59.0,113.0,138.0,10.0
1110110001011100,4.0,47.0,4.0,77.0,27.0,50.0,42.0,29.0
1110101011010000,4.0,104.0,118.0,40.0,67.0,194.0,74.0,8.0
1110101011000110,4.0,59.0,10.0,199.0,191.0,286.0,180.0,15.0
1110100111111101,4.0,9.0,84.0,29.0,30.0,121.0,64.0,17.0
1110100111100001,4.0,13.0,6.0,13.0,25.0,66.0,49.0,2.0
1110100111011001,4.0,60.0,6.0,20.0,16.0,17.0,21.0,13.0
1110100111000100,4.0,9.0,4.0,20.0,5.0,16.0,14.0,3.0
1110100110110111,4.0,6.0,5.0,8.0,7.0,10.0,7.0,7.0
1110100110100101,4.0,3.0,7.0,4.0,41.0,23.0,10.0,80.0
1110100110100011,4.0,29.0,4.0,8.0,32.0,84.0,22.0,74.0
1110100110011011,4.0,9.0,4.0,20.0,14.0,27.0,19.0,20.0
1110100110000000,4.0,3.0,4.0,7.0,9.0,54.0,9.0,4.0
1110100101111001,4.0,65.0,6.0,14.0,64.0,18.0,18.0,78.0
1110100101110010,4.0,5.0,4.0,13.0,21.0,32.0,24.0,4.0
1110100101101000,4.0,5.0,7.0,90.0,116.0,36.0,60.0,18.0
1110100101010101,4.0,11.0,6.0,21.0,21.0,112.0,27.0,80.0
1110100101001000,4.0,11.0,2.0,14.0,6.0,15.0,15.0,1.0
1110100101000101,4.0,130.0,5.0,66.0,40.0,92.0,157.0,8.0
1110100101000011,4.0,11.0,5.0,20.0,7.0,46.0,32.0,2.0
1110100101000000,4.0,5.0,5.0,78.0,8.0,290.0,76.0,2.0
1110100100111111,4.0,13.0,4.0,64.0,7.0,114.0,35.0,77.0
1110100100110010,4.0,23.0,2.0,33.0,113.0,11.0,17.0,1.0
1110100100100110,4.0,8.0,1.0,14.0,13.0,11.0,17.0,3.0
1110100100011100,4.0,3.0,7.0,164.0,81.0,30.0,21.0,50.0
1110100100001111,4.0,1.0,64.0,15.0,12.0,33.0,15.0,79.0
1110100100000001,4.0,46.0,4.0,36.0,29.0,25.0,79.0,102.0
1110100011110000,4.0,23.0,12.0,17.0,7.0,21.0,18.0,0.0
1110100011101111,4.0,11.0,10.0,10.0,13.0,36.0,20.0,35.0
1110100011101100,4.0,335.0,42.0,154.0,12.0,105.0,44.0,19.0
1110100011100010,4.0,118.0,8.0,12.0,4.0,98.0,41.0,1.0
1110100011000101,4.0,149.0,8.0,20.0,19.0,142.0,16.0,7.0
1110100010111101,4.0,2.0,2.0,2.0,21.0,33.0,13.0,84.0
1110100010101101,4.0,3.0,7.0,8.0,11.0,48.0,80.0,59.0
1110100010101011,4.0,17.0,4.0,36.0,19.0,18.0,10.0,11.0
1110100010011010,4.0,9.0,3.0,118.0,69.0,206.0,77.0,84.0
1110100010010111,4.0,13.0,81.0,46.0,41.0,34.0,54.0,25.0
1110100010000001,4.0,50.0,4.0,28.0,28.0,68.0,33.0,26.0
1110100001110110,4.0,9.0,8.0,37.0,32.0,19.0,85.0,10.0
1110100001110001,4.0,7.0,4.0,19.0,29.0,25.0,20.0,18.0
1110100001100111,4.0,24.0,5.0,16.0,70.0,21.0,100.0,67.0
1110100001011001,4.0,3.0,4.0,10.0,8.0,6.0,6.0,83.0
1110100001010110,4.0,6.0,1.0,10.0,44.0,31.0,26.0,35.0
1110100001001110,4.0,11.0,3.0,55.0,66.0,93.0,19.0,58.0
1110100001000111,4.0,23.0,26.0,39.0,50.0,56.0,89.0,5.0
1110100001000011,4.0,36.0,18.0,27.0,11.0,54.0,42.0,2.0
1110100000110010,4.0,36.0,2.0,26.0,9.0,25.0,2.0,7.0
1110100000110001,4.0,7.0,0.0,8.0,26.0,17.0,9.0,17.0
1110100000100000,4.0,9.0,6.0,24.0,25.0,122.0,31.0,13.0
1110100000010010,4.0,12.0,5.0,73.0,152.0,40.0,56.0,110.0
1110100000010000,4.0,9.0,8.0,11.0,11.0,34.0,14.0,13.0
1110100000001011,4.0,14.0,5.0,31.0,19.0,69.0,18.0,10.0
1110100000001001,4.0,13.0,1.0,28.0,17.0,42.0,38.0,26.0
1110100000000111,4.0,47.0,7.0,49.0,56.0,98.0,95.0,44.0
1110100000000110,4.0,15.0,7.0,17.0,20.0,27.0,21.0,15.0
1110011011110110,4.0,43.0,22.0,56.0,23.0,59.0,53.0,12.0
1110001101110110,4.0,33.0,5.0,95.0,69.0,107.0,78.0,42.0
1110001011111100,4.0,28.0,14.0,56.0,68.0,123.0,83.0,74.0
1110001011101110,4.0,98.0,17.0,126.0,93.0,71.0,72.0,2.0
1110001011000100,4.0,37.0,13.0,104.0,32.0,225.0,135.0,43.0
1110001010111100,4.0,17.0,10.0,38.0,30.0,103.0,21.0,42.0
1110001001010000,4.0,28.0,8.0,293.0,173.0,69.0,41.0,83.0
1110001000111110,4.0,9.0,5.0,27.0,25.0,29.0,23.0,25.0
1110000111111010,4.0,18.0,12.0,28.0,20.0,118.0,346.0,2.0
1110000111110111,4.0,13.0,4.0,13.0,67.0,45.0,35.0,21.0
1110000111110010,4.0,14.0,5.0,52.0,51.0,59.0,182.0,14.0
1110000111100010,4.0,115.0,4.0,194.0,11.0,274.0,50.0,4.0
1110000111011111,4.0,13.0,4.0,64.0,16.0,124.0,36.0,35.0
1110000111011100,4.0,36.0,2.0,26.0,28.0,44.0,20.0,12.0
1110000111011000,4.0,12.0,7.0,26.0,32.0,39.0,43.0,12.0
1110000111001110,4.0,8.0,5.0,8.0,5.0,20.0,14.0,1.0
1110000111001001,4.0,38.0,8.0,11.0,16.0,34.0,36.0,58.0
1110000111001000,4.0,5.0,4.0,18.0,6.0,16.0,24.0,5.0
1110000110101010,4.0,30.0,77.0,17.0,25.0,37.0,71.0,6.0
1110000110001111,4.0,11.0,8.0,89.0,19.0,9.0,139.0,16.0
1110000110001000,4.0,8.0,5.0,32.0,41.0,41.0,55.0,49.0
1110000110000111,4.0,8.0,6.0,6.0,23.0,10.0,11.0,23.0
1110000101110110,4.0,27.0,1.0,22.0,65.0,20.0,35.0,45.0
1110000101101110,4.0,37.0,6.0,106.0,92.0,123.0,135.0,57.0
1110000101101000,4.0,14.0,8.0,77.0,125.0,31.0,89.0,3.0
1110000101011111,4.0,6.0,36.0,94.0,62.0,44.0,47.0,65.0
1110000101011110,4.0,18.0,4.0,35.0,72.0,24.0,43.0,7.0
1110000101011011,4.0,99.0,2.0,56.0,43.0,192.0,80.0,203.0
1110000100111010,4.0,6.0,5.0,23.0,10.0,43.0,18.0,5.0
1110000100111000,4.0,49.0,7.0,69.0,13.0,97.0,18.0,38.0
1110000100110000,4.0,21.0,4.0,14.0,24.0,20.0,20.0,24.0
1110000100010011,4.0,42.0,6.0,129.0,74.0,43.0,28.0,122.0
1110000011110100,4.0,13.0,5.0,14.0,18.0,21.0,24.0,7.0
1110000011110000,4.0,9.0,6.0,23.0,7.0,35.0,24.0,1.0
1110000011101100,4.0,42.0,7.0,12.0,16.0,78.0,14.0,3.0
1110000011100111,4.0,10.0,5.0,53.0,31.0,105.0,16.0,7.0
1110000011100100,4.0,16.0,2.0,31.0,22.0,31.0,29.0,3.0
1110000011010101,4.0,13.0,1.0,82.0,64.0,41.0,41.0,54.0
1110000011001110,4.0,84.0,1.0,15.0,11.0,73.0,51.0,31.0
1110000011001101,4.0,18.0,3.0,17.0,23.0,27.0,33.0,10.0
1110000011001100,4.0,14.0,8.0,25.0,16.0,46.0,54.0,6.0
1110000011001001,4.0,18.0,4.0,21.0,21.0,92.0,30.0,8.0
1110000010110110,4.0,3.0,1.0,6.0,8.0,16.0,8.0,2.0
1110000010110101,4.0,2.0,7.0,18.0,36.0,35.0,30.0,60.0
1110000010110000,4.0,3.0,5.0,10.0,7.0,16.0,11.0,7.0
1110000010100100,4.0,10.0,7.0,20.0,21.0,16.0,19.0,9.0
1110000010100000,4.0,9.0,7.0,39.0,13.0,35.0,57.0,57.0
1110000010011100,4.0,10.0,3.0,15.0,37.0,84.0,10.0,50.0
