variant,counts_9114_e_F_8,counts_9114_e_F_7,counts_9114_e_F_6,counts_9114_e_F_4,counts_9114_e_F_5,counts_9114_e_F_1,counts_9114_e_F_2,counts_9114_e_F_3
1010110101000010,10.0,23.0,20.0,46.0,51.0,7.0,17.0,11.0
1010110011111110,10.0,31.0,29.0,30.0,185.0,10.0,8.0,13.0
1010110011000110,10.0,16.0,117.0,108.0,44.0,15.0,15.0,23.0
1010110010100010,10.0,119.0,51.0,85.0,41.0,17.0,10.0,18.0
1010110001100010,10.0,39.0,78.0,93.0,58.0,19.0,16.0,53.0
1010101011001001,10.0,45.0,81.0,145.0,116.0,39.0,37.0,86.0
1010101010100000,10.0,73.0,107.0,114.0,101.0,21.0,109.0,46.0
1010101001101000,10.0,146.0,79.0,229.0,62.0,140.0,57.0,207.0
1010100110111000,10.0,28.0,47.0,17.0,9.0,99.0,17.0,16.0
1010100110010111,10.0,20.0,6.0,4.0,28.0,7.0,0.0,12.0
1010100110001011,10.0,12.0,8.0,12.0,12.0,13.0,2.0,4.0
1010100101101111,10.0,40.0,120.0,11.0,91.0,42.0,5.0,17.0
1010100101100011,10.0,20.0,22.0,40.0,117.0,14.0,9.0,36.0
1010100100010110,10.0,42.0,6.0,23.0,26.0,13.0,7.0,8.0
1010100011010011,10.0,17.0,120.0,29.0,15.0,9.0,3.0,10.0
1010100010001110,10.0,38.0,131.0,83.0,31.0,9.0,3.0,6.0
1010100001101001,10.0,12.0,13.0,66.0,11.0,5.0,10.0,21.0
1010100001100001,10.0,10.0,12.0,39.0,26.0,20.0,4.0,66.0
1010100001001011,10.0,35.0,59.0,48.0,43.0,146.0,71.0,77.0
1010100000110010,10.0,18.0,30.0,16.0,30.0,0.0,5.0,10.0
1010100000100111,10.0,30.0,7.0,27.0,47.0,120.0,4.0,9.0
1010011011101000,10.0,77.0,48.0,71.0,145.0,26.0,82.0,58.0
1010011011100011,10.0,172.0,118.0,353.0,262.0,137.0,84.0,217.0
1010010011000110,10.0,71.0,192.0,442.0,236.0,27.0,15.0,226.0
1010001111010010,10.0,48.0,31.0,266.0,129.0,22.0,10.0,112.0
1010001111000101,10.0,39.0,33.0,51.0,84.0,20.0,12.0,25.0
1010001110100000,10.0,222.0,52.0,143.0,74.0,12.0,18.0,24.0
1010001110000000,10.0,30.0,33.0,38.0,28.0,15.0,11.0,26.0
1010001011111110,10.0,118.0,48.0,60.0,42.0,19.0,18.0,70.0
1010001001101010,10.0,41.0,64.0,204.0,130.0,34.0,34.0,47.0
1010000111110100,10.0,72.0,23.0,139.0,53.0,9.0,9.0,26.0
1010000110011010,10.0,27.0,10.0,22.0,54.0,16.0,11.0,40.0
1010000101111010,10.0,13.0,38.0,32.0,10.0,26.0,50.0,10.0
1010000101111000,10.0,14.0,15.0,48.0,24.0,8.0,11.0,13.0
1010000101001010,10.0,20.0,16.0,31.0,39.0,3.0,5.0,5.0
1010000100111010,10.0,16.0,6.0,14.0,12.0,10.0,9.0,12.0
1010000011110111,10.0,14.0,16.0,15.0,21.0,7.0,7.0,19.0
1010000011011011,10.0,90.0,25.0,19.0,9.0,15.0,15.0,9.0
1010000010110101,10.0,9.0,4.0,5.0,4.0,4.0,13.0,8.0
1010000010100000,10.0,35.0,38.0,9.0,22.0,6.0,9.0,12.0
1010000010001010,10.0,17.0,17.0,86.0,13.0,19.0,6.0,27.0
1010000001111110,10.0,14.0,11.0,20.0,14.0,6.0,4.0,8.0
1010000001000100,10.0,57.0,11.0,24.0,20.0,6.0,2.0,46.0
1001111111010100,10.0,78.0,105.0,133.0,139.0,36.0,18.0,54.0
1001111110110110,10.0,44.0,34.0,67.0,22.0,9.0,146.0,8.0
1001111101100010,10.0,103.0,48.0,313.0,143.0,29.0,29.0,48.0
1001111101001000,10.0,61.0,51.0,155.0,195.0,55.0,7.0,67.0
1001110111001011,10.0,157.0,49.0,286.0,66.0,102.0,28.0,50.0
1001110101001100,10.0,203.0,30.0,77.0,30.0,18.0,9.0,146.0
1001110011101100,10.0,300.0,317.0,138.0,374.0,39.0,156.0,118.0
1001110011100111,10.0,74.0,99.0,157.0,231.0,16.0,56.0,84.0
1001110011000100,10.0,147.0,87.0,55.0,97.0,17.0,13.0,60.0
1001110001100110,10.0,83.0,42.0,138.0,55.0,21.0,9.0,43.0
1001101011001110,10.0,154.0,63.0,228.0,88.0,96.0,25.0,51.0
1001101011000010,10.0,72.0,136.0,347.0,427.0,43.0,27.0,164.0
1001100111000100,10.0,169.0,69.0,125.0,66.0,29.0,3.0,30.0
1001100110000000,10.0,54.0,50.0,24.0,63.0,16.0,8.0,11.0
1001100101001010,10.0,56.0,92.0,91.0,132.0,110.0,24.0,42.0
1001100101000110,10.0,28.0,30.0,43.0,52.0,10.0,4.0,12.0
1001100011100001,10.0,83.0,123.0,241.0,130.0,31.0,102.0,165.0
1001100001101110,10.0,56.0,45.0,133.0,203.0,21.0,13.0,57.0
1001100001001110,10.0,148.0,135.0,116.0,83.0,25.0,94.0,25.0
1001011101001010,10.0,70.0,169.0,332.0,248.0,25.0,142.0,75.0
1001011011000110,10.0,72.0,119.0,130.0,133.0,132.0,23.0,141.0
1001001011101110,10.0,57.0,126.0,69.0,132.0,20.0,25.0,105.0
1001001011100011,10.0,33.0,180.0,241.0,188.0,29.0,14.0,100.0
1001000111101010,10.0,158.0,74.0,330.0,431.0,33.0,38.0,63.0
1000111111101011,10.0,68.0,46.0,218.0,108.0,29.0,13.0,45.0
1000111111001011,10.0,26.0,81.0,169.0,205.0,20.0,50.0,66.0
1000111110100110,10.0,96.0,61.0,69.0,54.0,12.0,10.0,27.0
1000111101111000,10.0,106.0,43.0,66.0,100.0,16.0,43.0,45.0
1000111101001001,10.0,57.0,106.0,63.0,160.0,8.0,49.0,27.0
1000111100001010,10.0,46.0,32.0,88.0,95.0,29.0,13.0,44.0
1000111011100000,10.0,20.0,59.0,172.0,92.0,14.0,300.0,85.0
1000111001010110,10.0,49.0,35.0,42.0,80.0,16.0,90.0,9.0
1000110111111001,10.0,63.0,23.0,45.0,133.0,12.0,3.0,14.0
1000110111110001,10.0,28.0,11.0,47.0,35.0,11.0,56.0,23.0
1000110111011100,10.0,28.0,42.0,44.0,84.0,13.0,7.0,29.0
1000110111010001,10.0,80.0,37.0,150.0,38.0,13.0,16.0,30.0
1000110110101000,10.0,25.0,46.0,43.0,69.0,25.0,26.0,14.0
1000110011101100,10.0,52.0,38.0,73.0,133.0,18.0,9.0,18.0
1000110011000111,10.0,23.0,78.0,60.0,42.0,7.0,10.0,22.0
1000110001001110,10.0,36.0,42.0,115.0,192.0,21.0,13.0,39.0
1000110001001000,10.0,106.0,117.0,74.0,117.0,18.0,72.0,84.0
1000101111001100,10.0,44.0,55.0,86.0,115.0,18.0,9.0,23.0
1000101110111010,10.0,71.0,57.0,57.0,98.0,17.0,22.0,24.0
1000101110000000,10.0,62.0,108.0,150.0,116.0,23.0,59.0,38.0
1000101101000100,10.0,82.0,85.0,89.0,213.0,12.0,35.0,18.0
1000101011101100,10.0,30.0,122.0,204.0,408.0,86.0,21.0,133.0
1000100111111111,10.0,11.0,4.0,13.0,6.0,2.0,2.0,8.0
1000100110011010,10.0,101.0,16.0,30.0,23.0,42.0,64.0,9.0
1000100101100111,10.0,27.0,8.0,18.0,138.0,17.0,12.0,10.0
1000100101001001,10.0,14.0,15.0,18.0,41.0,14.0,4.0,12.0
1000100100110000,10.0,11.0,12.0,13.0,11.0,7.0,4.0,10.0
1000100100011000,10.0,21.0,12.0,25.0,32.0,3.0,4.0,6.0
1000100011001110,10.0,7.0,7.0,82.0,36.0,5.0,10.0,15.0
1000100010011100,10.0,34.0,44.0,39.0,9.0,3.0,4.0,11.0
1000100010011000,10.0,7.0,15.0,78.0,102.0,3.0,5.0,24.0
1000100010010000,10.0,10.0,11.0,9.0,13.0,12.0,109.0,34.0
1000100001011011,10.0,19.0,18.0,88.0,5.0,5.0,3.0,5.0
1000100000110110,10.0,5.0,9.0,8.0,9.0,4.0,4.0,4.0
1000100000110010,10.0,22.0,8.0,92.0,163.0,7.0,17.0,10.0
1000011111110100,10.0,40.0,202.0,82.0,174.0,95.0,9.0,34.0
1000011111101010,10.0,66.0,54.0,248.0,124.0,27.0,51.0,94.0
1000011111001100,10.0,65.0,81.0,99.0,117.0,28.0,16.0,100.0
1000011101100010,10.0,42.0,126.0,309.0,151.0,159.0,34.0,64.0
1000011101000010,10.0,39.0,142.0,439.0,252.0,41.0,34.0,139.0
1000011011110110,10.0,90.0,47.0,91.0,78.0,17.0,14.0,23.0
1000011011001000,10.0,17.0,115.0,115.0,115.0,32.0,21.0,95.0
1000011001000010,10.0,64.0,120.0,213.0,191.0,66.0,157.0,107.0
1000001111101011,10.0,52.0,170.0,138.0,262.0,73.0,73.0,78.0
1000001111010000,10.0,41.0,172.0,45.0,118.0,17.0,15.0,70.0
1000001111001001,10.0,42.0,88.0,412.0,79.0,42.0,20.0,69.0
1000001011110010,10.0,189.0,215.0,257.0,177.0,59.0,18.0,173.0
1000001011110000,10.0,106.0,50.0,218.0,109.0,33.0,36.0,236.0
1000001011100100,10.0,27.0,73.0,266.0,298.0,10.0,6.0,70.0
1000001001101000,10.0,48.0,89.0,136.0,144.0,13.0,104.0,86.0
1000000111111101,10.0,14.0,10.0,24.0,18.0,5.0,0.0,9.0
1000000111100100,10.0,11.0,12.0,108.0,14.0,5.0,8.0,22.0
1000000110110101,10.0,7.0,11.0,9.0,8.0,4.0,4.0,3.0
1000000110101010,10.0,24.0,17.0,72.0,15.0,12.0,10.0,4.0
1000000110000100,10.0,14.0,19.0,9.0,13.0,16.0,0.0,5.0
1000000110000001,10.0,10.0,28.0,9.0,28.0,8.0,3.0,88.0
1000000101110111,10.0,22.0,16.0,26.0,10.0,7.0,5.0,14.0
1000000101000001,10.0,13.0,21.0,27.0,27.0,21.0,0.0,12.0
1000000100110110,10.0,17.0,6.0,18.0,14.0,16.0,6.0,7.0
1000000100101000,10.0,34.0,18.0,42.0,17.0,6.0,3.0,18.0
1000000011110000,10.0,8.0,12.0,18.0,24.0,4.0,7.0,9.0
1000000011101101,10.0,24.0,9.0,22.0,14.0,11.0,2.0,23.0
1000000010001000,10.0,12.0,6.0,35.0,20.0,38.0,9.0,7.0
1000000001111010,10.0,23.0,56.0,92.0,20.0,11.0,30.0,14.0
1000000001010101,10.0,14.0,9.0,12.0,5.0,7.0,12.0,16.0
0111111111111110,10.0,54.0,30.0,55.0,79.0,20.0,3.0,55.0
0111111111111000,10.0,66.0,46.0,57.0,64.0,92.0,6.0,30.0
0111111101110000,10.0,260.0,45.0,56.0,68.0,14.0,17.0,28.0
0111111011110000,10.0,136.0,82.0,49.0,79.0,13.0,18.0,16.0
0111111001101000,10.0,63.0,101.0,110.0,78.0,148.0,8.0,69.0
0111111001100110,10.0,37.0,73.0,57.0,47.0,72.0,9.0,19.0
0111111001001000,10.0,50.0,177.0,373.0,486.0,22.0,65.0,53.0
0111111001000010,10.0,78.0,89.0,78.0,124.0,76.0,25.0,34.0
0111110111101011,10.0,93.0,32.0,125.0,131.0,23.0,22.0,36.0
0111110111100100,10.0,49.0,25.0,41.0,48.0,15.0,7.0,78.0
0111110111000101,10.0,27.0,37.0,48.0,35.0,13.0,17.0,18.0
0111110111000000,10.0,43.0,41.0,153.0,173.0,7.0,19.0,53.0
0111110101001110,10.0,81.0,22.0,21.0,32.0,5.0,4.0,19.0
0111110011101110,10.0,43.0,31.0,90.0,167.0,11.0,4.0,4.0
0111110001100010,10.0,52.0,58.0,71.0,63.0,12.0,12.0,59.0
0111110001100000,10.0,39.0,74.0,42.0,33.0,64.0,11.0,21.0
0111101011010110,10.0,31.0,123.0,86.0,116.0,20.0,6.0,21.0
0111101001100010,10.0,88.0,64.0,118.0,90.0,39.0,123.0,45.0
0111100111110110,10.0,28.0,46.0,52.0,91.0,8.0,10.0,26.0
0111100111001000,10.0,19.0,25.0,63.0,52.0,26.0,6.0,38.0
0111100011101000,10.0,25.0,35.0,55.0,58.0,11.0,17.0,23.0
0111100001000000,10.0,47.0,62.0,160.0,154.0,24.0,15.0,49.0
0111011111000011,10.0,78.0,40.0,132.0,257.0,112.0,53.0,62.0
0111011011110000,10.0,93.0,154.0,81.0,108.0,28.0,33.0,56.0
0111010011101110,10.0,80.0,29.0,96.0,147.0,17.0,92.0,32.0
0111010001000000,10.0,92.0,62.0,75.0,137.0,111.0,99.0,107.0
0111001111111010,10.0,132.0,200.0,93.0,73.0,70.0,51.0,68.0
0111001111100100,10.0,27.0,27.0,52.0,37.0,18.0,10.0,23.0
0111001101000010,10.0,93.0,86.0,81.0,66.0,14.0,14.0,40.0
0111001011000110,10.0,32.0,45.0,57.0,123.0,40.0,14.0,27.0
0111001001000010,10.0,139.0,208.0,258.0,302.0,158.0,156.0,113.0
0111000111100010,10.0,134.0,121.0,287.0,332.0,103.0,25.0,66.0
0111000111001010,10.0,104.0,78.0,111.0,235.0,9.0,3.0,101.0
0111000011100110,10.0,25.0,72.0,114.0,92.0,21.0,78.0,130.0
0111000011010110,10.0,32.0,20.0,30.0,80.0,15.0,17.0,14.0
0110111111110100,10.0,18.0,150.0,40.0,26.0,23.0,3.0,29.0
0110111111110001,10.0,23.0,34.0,42.0,46.0,53.0,7.0,20.0
0110111111101011,10.0,92.0,100.0,154.0,143.0,36.0,31.0,62.0
0110111101101000,10.0,49.0,37.0,48.0,106.0,23.0,51.0,45.0
0110111011011001,10.0,140.0,18.0,22.0,34.0,21.0,7.0,83.0
0110111010100000,10.0,73.0,53.0,134.0,30.0,39.0,32.0,34.0
0110111010001010,10.0,169.0,96.0,49.0,181.0,10.0,9.0,41.0
0110111001110110,10.0,54.0,105.0,94.0,67.0,17.0,7.0,19.0
0110111001101010,10.0,87.0,52.0,290.0,157.0,199.0,51.0,63.0
0110111001000000,10.0,36.0,48.0,72.0,54.0,14.0,10.0,18.0
0110110111111100,10.0,68.0,86.0,46.0,74.0,11.0,3.0,33.0
0110110111110101,10.0,17.0,11.0,35.0,34.0,10.0,6.0,7.0
0110110111001101,10.0,130.0,22.0,118.0,46.0,8.0,5.0,8.0
0110110110000110,10.0,13.0,9.0,6.0,9.0,5.0,3.0,5.0
0110110110000100,10.0,8.0,14.0,20.0,12.0,6.0,4.0,7.0
0110110110000000,10.0,42.0,5.0,18.0,190.0,8.0,15.0,4.0
0110110100100110,10.0,31.0,16.0,21.0,24.0,10.0,26.0,10.0
0110110011110000,10.0,9.0,96.0,29.0,21.0,10.0,5.0,13.0
0110110011010111,10.0,34.0,15.0,31.0,34.0,2.0,5.0,7.0
0110110011001111,10.0,24.0,20.0,31.0,41.0,8.0,31.0,19.0
0110110011000001,10.0,115.0,68.0,55.0,133.0,5.0,19.0,43.0
0110110001110000,10.0,26.0,14.0,21.0,184.0,7.0,10.0,23.0
0110110001000100,10.0,31.0,38.0,60.0,38.0,19.0,3.0,13.0
0110110001000011,10.0,164.0,40.0,103.0,136.0,16.0,35.0,54.0
0110110000110010,10.0,24.0,8.0,68.0,20.0,37.0,7.0,7.0
0110101111101011,10.0,122.0,141.0,125.0,306.0,40.0,24.0,82.0
0110101110101000,10.0,63.0,56.0,48.0,32.0,16.0,14.0,40.0
0110101110001010,10.0,92.0,91.0,34.0,96.0,16.0,16.0,26.0
0110101110000110,10.0,82.0,60.0,97.0,214.0,18.0,10.0,15.0
0110101101110100,10.0,40.0,41.0,40.0,31.0,24.0,79.0,41.0
0110101010101110,10.0,60.0,40.0,31.0,58.0,62.0,5.0,33.0
0110101001010010,10.0,37.0,42.0,32.0,84.0,59.0,19.0,60.0
0110100111111101,10.0,12.0,11.0,12.0,32.0,4.0,4.0,12.0
0110100111101101,10.0,22.0,28.0,22.0,41.0,11.0,7.0,11.0
0110100110000111,10.0,6.0,6.0,13.0,13.0,1.0,3.0,2.0
0110100101110111,10.0,129.0,3.0,70.0,55.0,27.0,1.0,6.0
0110100101101100,10.0,16.0,49.0,75.0,7.0,30.0,3.0,11.0
0110100100111000,10.0,14.0,46.0,12.0,12.0,3.0,2.0,21.0
0110100100110111,10.0,18.0,39.0,5.0,14.0,24.0,5.0,1.0
0110100100110100,10.0,14.0,0.0,8.0,16.0,7.0,1.0,5.0
0110100100101011,10.0,19.0,6.0,15.0,4.0,12.0,4.0,4.0
0110100100000101,10.0,14.0,12.0,13.0,5.0,7.0,43.0,5.0
0110100100000000,10.0,18.0,51.0,98.0,11.0,422.0,3.0,6.0
0110100011011101,10.0,13.0,8.0,5.0,15.0,2.0,0.0,3.0
0110100011010010,10.0,7.0,7.0,12.0,14.0,5.0,1.0,16.0
0110100010111101,10.0,4.0,1.0,4.0,9.0,12.0,2.0,15.0
0110100001110001,10.0,13.0,9.0,7.0,24.0,3.0,5.0,82.0
0110100001101001,10.0,15.0,8.0,90.0,18.0,8.0,2.0,17.0
0110100001011001,10.0,10.0,8.0,15.0,5.0,4.0,3.0,2.0
0110100001001101,10.0,24.0,14.0,20.0,55.0,9.0,17.0,12.0
0110100001001100,10.0,59.0,14.0,41.0,33.0,7.0,9.0,33.0
0110100000111010,10.0,78.0,16.0,38.0,29.0,0.0,2.0,31.0
0110100000101111,10.0,19.0,12.0,20.0,16.0,32.0,2.0,4.0
0110100000101101,10.0,11.0,8.0,31.0,16.0,10.0,3.0,2.0
0110100000011110,10.0,8.0,15.0,8.0,13.0,4.0,4.0,3.0
0110011111111110,10.0,146.0,132.0,162.0,116.0,58.0,55.0,13.0
0110011111001100,10.0,48.0,56.0,61.0,217.0,81.0,7.0,13.0
0110011110000110,10.0,38.0,27.0,31.0,34.0,12.0,4.0,13.0
0110011101010110,10.0,40.0,21.0,38.0,30.0,17.0,6.0,19.0
0110011011110010,10.0,103.0,166.0,157.0,69.0,13.0,9.0,119.0
0110011011011000,10.0,119.0,32.0,37.0,51.0,11.0,7.0,19.0
0110010111001000,10.0,131.0,166.0,335.0,267.0,178.0,42.0,136.0
0110010011100100,10.0,151.0,45.0,162.0,206.0,25.0,14.0,62.0
0110001111101100,10.0,74.0,20.0,130.0,84.0,67.0,11.0,70.0
0110001111100101,10.0,28.0,27.0,44.0,49.0,65.0,33.0,27.0
0110001111010000,10.0,88.0,65.0,54.0,37.0,10.0,8.0,68.0
0110001101001000,10.0,107.0,98.0,155.0,48.0,21.0,10.0,28.0
0110001001101110,10.0,111.0,215.0,118.0,121.0,35.0,78.0,44.0
0110001001001010,10.0,65.0,125.0,87.0,128.0,14.0,12.0,44.0
0110000111010111,10.0,11.0,8.0,8.0,8.0,3.0,10.0,13.0
0110000110111110,10.0,8.0,6.0,2.0,4.0,1.0,1.0,4.0
0110000110110100,10.0,0.0,8.0,24.0,5.0,0.0,9.0,3.0
0110000110101000,10.0,33.0,186.0,11.0,12.0,10.0,4.0,6.0
0110000110100010,10.0,19.0,13.0,14.0,15.0,10.0,1.0,9.0
0110000110010110,10.0,10.0,9.0,15.0,11.0,7.0,3.0,6.0
0110000101111000,10.0,13.0,8.0,15.0,17.0,9.0,8.0,14.0
0110000101101111,10.0,16.0,11.0,48.0,10.0,7.0,7.0,6.0
0110000100111010,10.0,68.0,5.0,15.0,21.0,5.0,2.0,13.0
0110000100101001,10.0,44.0,52.0,32.0,69.0,0.0,3.0,12.0
0110000100100000,10.0,4.0,8.0,18.0,10.0,6.0,7.0,7.0
0110000011110101,10.0,11.0,11.0,13.0,16.0,1.0,2.0,3.0
0110000011001101,10.0,16.0,15.0,15.0,59.0,5.0,5.0,8.0
0110000010011110,10.0,10.0,6.0,11.0,12.0,7.0,4.0,9.0
0110000010010001,10.0,9.0,38.0,16.0,11.0,9.0,3.0,7.0
0110000001001101,10.0,9.0,16.0,11.0,17.0,9.0,16.0,9.0
0110000001001100,10.0,13.0,23.0,14.0,59.0,10.0,7.0,26.0
0110000001000001,10.0,145.0,21.0,31.0,64.0,7.0,7.0,79.0
0110000000111010,10.0,36.0,14.0,11.0,15.0,1.0,10.0,2.0
0110000000101110,10.0,53.0,79.0,9.0,12.0,1.0,7.0,14.0
0110000000100001,10.0,53.0,17.0,55.0,11.0,8.0,9.0,8.0
0110000000011110,10.0,7.0,11.0,3.0,15.0,8.0,3.0,4.0
0110000000000100,10.0,11.0,16.0,18.0,52.0,7.0,3.0,11.0
0101111111101100,10.0,36.0,53.0,492.0,295.0,60.0,21.0,121.0
0101111110001000,10.0,110.0,40.0,86.0,90.0,17.0,4.0,45.0
0101111011100111,10.0,82.0,34.0,164.0,83.0,10.0,2.0,16.0
0101111011011010,10.0,63.0,183.0,65.0,185.0,12.0,7.0,29.0
0101111011000100,10.0,22.0,43.0,55.0,106.0,6.0,13.0,23.0
0101111001001110,10.0,250.0,134.0,198.0,61.0,17.0,11.0,63.0
0101110111011010,10.0,232.0,99.0,126.0,157.0,59.0,11.0,17.0
0101110111001011,10.0,76.0,24.0,87.0,50.0,12.0,8.0,39.0
0101110111000110,10.0,25.0,30.0,39.0,173.0,15.0,4.0,12.0
0101110001000010,10.0,71.0,52.0,269.0,174.0,96.0,35.0,154.0
0101101111001011,10.0,52.0,78.0,164.0,163.0,73.0,32.0,72.0
0101101011010000,10.0,232.0,126.0,92.0,163.0,27.0,20.0,147.0
0101100101001000,10.0,25.0,47.0,53.0,43.0,10.0,13.0,26.0
0101100101000000,10.0,64.0,73.0,109.0,67.0,19.0,33.0,21.0
0101100011110110,10.0,38.0,88.0,144.0,127.0,12.0,14.0,82.0
0101100011110000,10.0,23.0,35.0,160.0,66.0,100.0,17.0,24.0
0101100011101011,10.0,116.0,57.0,85.0,165.0,51.0,8.0,44.0
0101100011001010,10.0,41.0,120.0,251.0,115.0,12.0,13.0,160.0
0101100001011010,10.0,288.0,170.0,238.0,272.0,155.0,42.0,119.0
0101100001001110,10.0,81.0,65.0,189.0,94.0,21.0,67.0,19.0
0101011111001001,10.0,95.0,66.0,172.0,162.0,48.0,39.0,80.0
0101011011101100,10.0,69.0,65.0,142.0,134.0,106.0,3.0,37.0
0101010101000000,10.0,40.0,44.0,73.0,43.0,10.0,5.0,39.0
0101010011000011,10.0,200.0,106.0,222.0,332.0,181.0,28.0,101.0
0101001101001000,10.0,62.0,89.0,111.0,58.0,19.0,10.0,24.0
0101001101000010,10.0,23.0,50.0,67.0,145.0,27.0,25.0,133.0
0101001011110000,10.0,37.0,82.0,156.0,156.0,16.0,9.0,204.0
0101001011100000,10.0,11.0,91.0,74.0,119.0,26.0,33.0,37.0
0101001011001100,10.0,50.0,68.0,81.0,94.0,24.0,35.0,42.0
0101000111101010,10.0,79.0,188.0,248.0,310.0,70.0,25.0,88.0
0101000111000100,10.0,19.0,168.0,305.0,305.0,67.0,59.0,63.0
0101000011000100,10.0,194.0,133.0,210.0,194.0,34.0,66.0,158.0
0100111101111110,10.0,66.0,25.0,35.0,110.0,8.0,9.0,6.0
0100111101111000,10.0,35.0,69.0,66.0,63.0,71.0,8.0,59.0
0100111101100110,10.0,32.0,163.0,148.0,171.0,23.0,9.0,18.0
0100111101001110,10.0,80.0,59.0,50.0,58.0,9.0,5.0,40.0
0100111011111100,10.0,29.0,85.0,266.0,120.0,17.0,37.0,145.0
0100111011011000,10.0,16.0,85.0,87.0,55.0,17.0,2.0,10.0
0100111011010110,10.0,25.0,67.0,87.0,286.0,20.0,38.0,1.0
0100111010111000,10.0,22.0,21.0,24.0,27.0,12.0,4.0,8.0
0100111001111010,10.0,47.0,72.0,58.0,76.0,18.0,9.0,30.0
0100111001101100,10.0,69.0,23.0,79.0,52.0,23.0,40.0,24.0
0100111001100110,10.0,93.0,29.0,64.0,128.0,39.0,4.0,32.0
0100111001100010,10.0,92.0,146.0,200.0,298.0,143.0,35.0,74.0
0100111000101110,10.0,51.0,19.0,35.0,62.0,8.0,6.0,13.0
0100110111101101,10.0,47.0,69.0,74.0,96.0,26.0,69.0,41.0
0100110111011111,10.0,18.0,25.0,33.0,25.0,16.0,12.0,11.0
0100110111000101,10.0,13.0,17.0,103.0,71.0,17.0,14.0,19.0
0100110110110010,10.0,136.0,36.0,105.0,49.0,14.0,14.0,20.0
0100110110000101,10.0,40.0,14.0,18.0,18.0,14.0,3.0,28.0
0100110101100011,10.0,50.0,41.0,62.0,84.0,15.0,19.0,18.0
0100110101001111,10.0,73.0,15.0,39.0,20.0,10.0,1.0,12.0
0100110100110110,10.0,25.0,49.0,19.0,76.0,11.0,6.0,3.0
0100110011111001,10.0,59.0,30.0,55.0,97.0,15.0,5.0,56.0
0100110011110111,10.0,16.0,41.0,52.0,95.0,7.0,6.0,12.0
0100110011101101,10.0,149.0,49.0,265.0,73.0,304.0,6.0,77.0
0100110010100110,10.0,75.0,39.0,24.0,22.0,7.0,3.0,58.0
0100110010100010,10.0,78.0,71.0,69.0,116.0,14.0,11.0,60.0
0100110010010110,10.0,62.0,54.0,39.0,43.0,12.0,2.0,30.0
0100110001111001,10.0,46.0,22.0,48.0,45.0,41.0,36.0,118.0
0100110001110110,10.0,137.0,33.0,33.0,35.0,7.0,5.0,11.0
0100110001001000,10.0,55.0,266.0,241.0,182.0,12.0,6.0,88.0
0100110000101110,10.0,214.0,41.0,183.0,96.0,78.0,6.0,14.0
0100110000100100,10.0,29.0,31.0,45.0,19.0,188.0,9.0,9.0
0100110000000000,10.0,34.0,19.0,70.0,26.0,14.0,11.0,37.0
0100101111111100,10.0,165.0,183.0,80.0,81.0,54.0,12.0,48.0
0100101111101010,10.0,33.0,87.0,251.0,205.0,72.0,93.0,73.0
0100101110001100,10.0,67.0,86.0,91.0,104.0,11.0,10.0,19.0
0100101110000011,10.0,113.0,45.0,158.0,114.0,13.0,14.0,45.0
0100101100101110,10.0,52.0,56.0,122.0,39.0,22.0,23.0,13.0
0100101011111100,10.0,118.0,202.0,191.0,81.0,21.0,16.0,28.0
0100101011110001,10.0,121.0,36.0,90.0,51.0,39.0,18.0,32.0
0100101011101111,10.0,189.0,45.0,244.0,106.0,17.0,23.0,33.0
0100101011011000,10.0,56.0,74.0,116.0,96.0,36.0,24.0,42.0
0100101010100000,10.0,88.0,269.0,240.0,105.0,119.0,19.0,68.0
0100101001100000,10.0,32.0,80.0,98.0,70.0,34.0,16.0,55.0
0100101001010100,10.0,30.0,42.0,82.0,104.0,11.0,17.0,43.0
0100101001000010,10.0,50.0,170.0,251.0,367.0,25.0,54.0,127.0
0100100110111100,10.0,11.0,31.0,48.0,14.0,2.0,3.0,4.0
0100100110101111,10.0,9.0,12.0,18.0,6.0,17.0,10.0,3.0
0100100101110001,10.0,7.0,5.0,15.0,13.0,12.0,1.0,6.0
0100100100101011,10.0,13.0,10.0,19.0,9.0,12.0,4.0,6.0
0100100100000000,10.0,39.0,19.0,12.0,42.0,19.0,1.0,7.0
0100100011100100,10.0,2.0,6.0,13.0,13.0,3.0,1.0,4.0
0100100011011101,10.0,20.0,10.0,10.0,3.0,1.0,2.0,6.0
0100100010111011,10.0,16.0,38.0,8.0,7.0,1.0,3.0,6.0
0100100010110101,10.0,8.0,4.0,7.0,5.0,7.0,7.0,1.0
0100100010101100,10.0,5.0,8.0,24.0,101.0,25.0,0.0,3.0
0100100010001110,10.0,15.0,29.0,9.0,30.0,38.0,2.0,9.0
0100100001101001,10.0,41.0,33.0,65.0,20.0,11.0,4.0,14.0
0100100001001111,10.0,17.0,13.0,14.0,43.0,8.0,3.0,13.0
0100100000111001,10.0,9.0,7.0,9.0,7.0,3.0,1.0,1.0
0100100000101100,10.0,10.0,14.0,23.0,16.0,5.0,3.0,6.0
0100100000011000,10.0,11.0,14.0,40.0,7.0,8.0,3.0,3.0
0100011111110010,10.0,37.0,154.0,78.0,93.0,32.0,11.0,22.0
0100011111101001,10.0,51.0,105.0,134.0,256.0,84.0,124.0,158.0
0100011111100001,10.0,112.0,43.0,292.0,75.0,94.0,18.0,85.0
