variant,counts_9114_i_F_1,counts_9114_i_F_3,counts_9114_i_F_2,counts_9114_i_F_6,counts_9114_i_F_7,counts_9114_i_F_5,counts_9114_i_F_4,counts_9114_i_F_8
0001000110011001,16.0,24.0,17.0,44.0,110.0,51.0,69.0,186.0
0001000101100101,16.0,34.0,9.0,26.0,51.0,31.0,23.0,80.0
0001000100110100,16.0,32.0,12.0,52.0,85.0,89.0,30.0,116.0
0001000100100101,16.0,94.0,18.0,51.0,149.0,89.0,49.0,189.0
0001000100100010,16.0,55.0,7.0,49.0,78.0,62.0,25.0,20.0
0001000011111100,16.0,15.0,20.0,27.0,51.0,40.0,36.0,59.0
0001000011111010,16.0,9.0,6.0,31.0,59.0,52.0,22.0,4.0
0001000011101000,16.0,24.0,4.0,21.0,21.0,45.0,22.0,5.0
0001000011011000,16.0,17.0,7.0,19.0,16.0,21.0,15.0,7.0
0001000011000101,16.0,27.0,20.0,67.0,94.0,59.0,54.0,53.0
0001000001111010,16.0,88.0,13.0,49.0,62.0,94.0,52.0,34.0
0001000001001110,16.0,78.0,2.0,64.0,88.0,75.0,51.0,29.0
0001000000001000,16.0,52.0,21.0,44.0,80.0,58.0,48.0,36.0
0000111111111110,16.0,13.0,0.0,5.0,7.0,14.0,15.0,25.0
0000111110111010,16.0,23.0,13.0,35.0,14.0,14.0,15.0,6.0
0000111110110001,16.0,15.0,5.0,19.0,11.0,10.0,5.0,67.0
0000111110101101,16.0,29.0,5.0,20.0,40.0,25.0,24.0,41.0
0000111110011110,16.0,19.0,1.0,23.0,32.0,33.0,10.0,59.0
0000111101101001,16.0,57.0,4.0,30.0,40.0,39.0,35.0,8.0
0000111100011110,16.0,10.0,2.0,14.0,21.0,19.0,9.0,15.0
0000111100011000,16.0,40.0,7.0,15.0,73.0,14.0,20.0,31.0
0000111011011101,16.0,5.0,2.0,29.0,22.0,13.0,10.0,8.0
0000111011010101,16.0,9.0,2.0,19.0,16.0,8.0,16.0,14.0
0000111010011111,16.0,17.0,16.0,19.0,28.0,13.0,14.0,44.0
0000111010010001,16.0,16.0,14.0,45.0,60.0,23.0,13.0,39.0
0000111010001000,16.0,12.0,4.0,22.0,83.0,43.0,25.0,7.0
0000111010000100,16.0,6.0,0.0,24.0,68.0,36.0,21.0,14.0
0000111000011111,16.0,15.0,5.0,10.0,33.0,15.0,16.0,98.0
0000111000011101,16.0,29.0,2.0,17.0,39.0,19.0,15.0,37.0
0000111000011011,16.0,25.0,8.0,37.0,106.0,20.0,17.0,130.0
0000111000010001,16.0,7.0,21.0,23.0,63.0,31.0,35.0,51.0
0000111000001111,16.0,20.0,8.0,52.0,46.0,31.0,11.0,99.0
0000111000001110,16.0,13.0,13.0,41.0,46.0,15.0,22.0,42.0
0000111000001000,16.0,15.0,20.0,9.0,12.0,31.0,9.0,22.0
0000110111100100,16.0,16.0,1.0,10.0,23.0,13.0,26.0,5.0
0000110100110011,16.0,36.0,22.0,53.0,57.0,4.0,13.0,32.0
0000110100011110,16.0,18.0,13.0,7.0,35.0,22.0,12.0,20.0
0000110011111010,16.0,62.0,3.0,19.0,12.0,21.0,16.0,2.0
0000110010011010,16.0,24.0,6.0,25.0,75.0,56.0,17.0,36.0
0000110001101100,16.0,32.0,6.0,39.0,27.0,22.0,12.0,2.0
0000110000100011,16.0,9.0,4.0,16.0,28.0,6.0,19.0,14.0
0000101111001100,16.0,13.0,7.0,13.0,34.0,38.0,35.0,7.0
0000101110011001,16.0,32.0,11.0,50.0,70.0,32.0,26.0,59.0
0000101110001011,16.0,23.0,4.0,31.0,80.0,23.0,25.0,24.0
0000101110000101,16.0,15.0,6.0,17.0,43.0,17.0,13.0,36.0
0000101100001001,16.0,17.0,5.0,15.0,57.0,18.0,11.0,16.0
0000101100000101,16.0,29.0,11.0,21.0,62.0,43.0,12.0,46.0
0000101010100111,16.0,13.0,1.0,27.0,60.0,20.0,5.0,14.0
0000101010001110,16.0,40.0,5.0,29.0,18.0,51.0,33.0,13.0
0000101000101111,16.0,14.0,3.0,34.0,48.0,36.0,25.0,130.0
0000100110101101,16.0,12.0,2.0,31.0,8.0,8.0,1.0,48.0
0000100011101110,16.0,18.0,1.0,4.0,3.0,11.0,1.0,0.0
0000100000010011,16.0,7.0,3.0,20.0,24.0,14.0,10.0,62.0
0000011111010101,16.0,13.0,8.0,8.0,31.0,14.0,10.0,39.0
0000011111001111,16.0,20.0,3.0,19.0,30.0,33.0,21.0,37.0
0000011111001100,16.0,27.0,10.0,65.0,20.0,34.0,22.0,4.0
0000011111001000,16.0,19.0,6.0,14.0,8.0,22.0,21.0,2.0
0000011110011111,16.0,37.0,10.0,26.0,113.0,33.0,10.0,144.0
0000011101001001,16.0,58.0,4.0,31.0,42.0,76.0,23.0,13.0
0000011101000101,16.0,14.0,5.0,31.0,92.0,28.0,53.0,15.0
0000011100100101,16.0,9.0,8.0,28.0,48.0,30.0,12.0,26.0
0000011011101110,16.0,42.0,10.0,58.0,20.0,44.0,74.0,3.0
0000011010011101,16.0,19.0,8.0,18.0,32.0,72.0,16.0,72.0
0000011010001001,16.0,28.0,6.0,35.0,24.0,80.0,35.0,44.0
0000011010000000,16.0,31.0,9.0,19.0,26.0,100.0,71.0,5.0
0000011001000001,16.0,44.0,12.0,43.0,108.0,54.0,50.0,11.0
0000011000010110,16.0,21.0,5.0,17.0,62.0,27.0,12.0,17.0
0000011000001010,16.0,46.0,15.0,35.0,62.0,63.0,15.0,53.0
0000010111111100,16.0,43.0,30.0,35.0,79.0,59.0,67.0,16.0
0000010110111000,16.0,33.0,7.0,40.0,65.0,32.0,27.0,23.0
0000010011011110,16.0,49.0,22.0,62.0,117.0,52.0,46.0,42.0
0000001111101011,16.0,40.0,15.0,50.0,58.0,93.0,46.0,31.0
0000001111010101,16.0,16.0,3.0,57.0,65.0,36.0,37.0,67.0
0000001110101010,16.0,32.0,4.0,47.0,32.0,31.0,17.0,5.0
0000001110010001,16.0,20.0,12.0,13.0,53.0,28.0,24.0,34.0
0000001101010000,16.0,34.0,2.0,7.0,15.0,14.0,23.0,42.0
0000001100110110,16.0,7.0,0.0,5.0,8.0,22.0,5.0,14.0
0000001100101100,16.0,24.0,9.0,15.0,32.0,34.0,12.0,13.0
0000001100100010,16.0,19.0,10.0,49.0,58.0,74.0,26.0,11.0
0000001100011101,16.0,37.0,7.0,19.0,100.0,27.0,14.0,97.0
0000001100001111,16.0,40.0,32.0,57.0,72.0,42.0,15.0,157.0
0000001100001100,16.0,12.0,6.0,13.0,17.0,27.0,6.0,24.0
0000001011110001,16.0,21.0,11.0,33.0,20.0,81.0,44.0,14.0
0000001010101110,16.0,62.0,24.0,21.0,17.0,13.0,9.0,11.0
0000001010000100,16.0,33.0,4.0,22.0,11.0,21.0,13.0,5.0
0000001001101010,16.0,22.0,1.0,37.0,15.0,54.0,50.0,2.0
0000001001101000,16.0,39.0,11.0,79.0,21.0,75.0,32.0,4.0
0000001001000101,16.0,20.0,3.0,35.0,23.0,18.0,15.0,19.0
0000001000000010,16.0,44.0,25.0,43.0,95.0,72.0,30.0,12.0
0000001000000000,16.0,12.0,11.0,34.0,27.0,46.0,27.0,8.0
0000000010011101,16.0,9.0,4.0,5.0,18.0,9.0,13.0,33.0
0000000000010111,16.0,5.0,4.0,16.0,5.0,10.0,3.0,10.0
1111111111110100,15.0,21.0,10.0,65.0,39.0,96.0,19.0,151.0
1111111110010000,15.0,72.0,61.0,41.0,82.0,111.0,148.0,70.0
1111111101001001,15.0,40.0,25.0,154.0,157.0,129.0,129.0,37.0
1111111101000100,15.0,27.0,5.0,81.0,66.0,70.0,72.0,23.0
1111111011110100,15.0,17.0,11.0,27.0,143.0,111.0,96.0,13.0
1111111010111010,15.0,10.0,11.0,60.0,78.0,151.0,71.0,15.0
1111111000100000,15.0,23.0,30.0,83.0,90.0,117.0,113.0,41.0
1111110111111110,15.0,24.0,8.0,58.0,105.0,38.0,88.0,32.0
1111110110000100,15.0,14.0,8.0,96.0,30.0,68.0,38.0,50.0
1111110011011110,15.0,53.0,25.0,200.0,79.0,107.0,55.0,45.0
1111110010110100,15.0,51.0,47.0,151.0,104.0,68.0,72.0,23.0
1111110001000100,15.0,37.0,37.0,51.0,97.0,118.0,38.0,30.0
1111110000111110,15.0,9.0,4.0,30.0,53.0,34.0,45.0,31.0
1111110000011110,15.0,31.0,19.0,191.0,58.0,63.0,38.0,213.0
1111101010111110,15.0,38.0,4.0,35.0,38.0,116.0,70.0,97.0
1111100111001101,15.0,81.0,29.0,349.0,183.0,289.0,163.0,190.0
1111100110111111,15.0,54.0,4.0,78.0,138.0,93.0,53.0,191.0
1111100110111000,15.0,26.0,8.0,80.0,93.0,159.0,85.0,181.0
1111100110000110,15.0,18.0,31.0,117.0,66.0,41.0,39.0,72.0
1111100000111100,15.0,52.0,41.0,57.0,47.0,94.0,90.0,50.0
1111010001011000,15.0,28.0,17.0,115.0,63.0,135.0,81.0,78.0
1111001110000001,15.0,26.0,12.0,43.0,103.0,59.0,36.0,41.0
1111001100110111,15.0,14.0,23.0,96.0,109.0,116.0,133.0,242.0
1111001011100100,15.0,78.0,43.0,59.0,46.0,277.0,91.0,69.0
1111001011011111,15.0,42.0,10.0,158.0,173.0,86.0,67.0,130.0
1111001010010100,15.0,97.0,56.0,97.0,96.0,290.0,123.0,87.0
1111001000111110,15.0,40.0,21.0,59.0,57.0,44.0,56.0,97.0
1111001000111100,15.0,67.0,39.0,98.0,58.0,106.0,78.0,96.0
1111000110001010,15.0,83.0,17.0,198.0,45.0,114.0,93.0,27.0
1111000000110110,15.0,49.0,27.0,38.0,63.0,48.0,36.0,41.0
1110111110001110,15.0,7.0,3.0,23.0,25.0,17.0,26.0,31.0
1110111101110101,15.0,19.0,10.0,83.0,42.0,77.0,30.0,41.0
1110111100111100,15.0,15.0,17.0,110.0,29.0,33.0,27.0,40.0
1110111100111000,15.0,17.0,4.0,42.0,24.0,90.0,84.0,52.0
1110111011111101,15.0,16.0,34.0,155.0,285.0,165.0,206.0,177.0
1110111011011110,15.0,103.0,12.0,223.0,81.0,114.0,84.0,26.0
1110111011011001,15.0,40.0,13.0,82.0,73.0,125.0,75.0,37.0
1110111011010110,15.0,44.0,7.0,59.0,16.0,57.0,46.0,29.0
1110110111101111,15.0,25.0,5.0,165.0,182.0,138.0,72.0,25.0
1110110111001001,15.0,30.0,31.0,42.0,201.0,179.0,126.0,22.0
1110110111000100,15.0,12.0,7.0,36.0,18.0,26.0,24.0,40.0
1110110110110101,15.0,5.0,49.0,43.0,39.0,30.0,28.0,54.0
1110110110110011,15.0,11.0,6.0,99.0,34.0,41.0,63.0,220.0
1110110110101100,15.0,16.0,14.0,108.0,81.0,82.0,49.0,87.0
1110110101110110,15.0,25.0,4.0,38.0,36.0,58.0,15.0,20.0
1110110101010111,15.0,12.0,5.0,55.0,50.0,26.0,20.0,43.0
1110110100101010,15.0,65.0,32.0,55.0,93.0,112.0,77.0,97.0
1110110011100100,15.0,22.0,34.0,60.0,63.0,149.0,63.0,5.0
1110110011010110,15.0,10.0,7.0,17.0,29.0,24.0,16.0,8.0
1110110010100101,15.0,24.0,6.0,34.0,22.0,24.0,74.0,44.0
1110110001110100,15.0,19.0,6.0,29.0,29.0,36.0,57.0,45.0
1110110001001110,15.0,48.0,7.0,73.0,157.0,92.0,72.0,66.0
1110110000110111,15.0,1.0,32.0,67.0,99.0,109.0,27.0,55.0
1110110000110101,15.0,5.0,11.0,48.0,29.0,21.0,17.0,35.0
1110110000110011,15.0,11.0,11.0,97.0,207.0,20.0,125.0,86.0
1110110000100100,15.0,14.0,7.0,31.0,23.0,35.0,14.0,29.0
1110101010110011,15.0,59.0,12.0,137.0,237.0,182.0,82.0,193.0
1110101000111111,15.0,10.0,5.0,56.0,33.0,44.0,21.0,58.0
1110101000111110,15.0,30.0,4.0,27.0,37.0,69.0,17.0,31.0
1110100111111010,15.0,85.0,12.0,133.0,47.0,133.0,139.0,13.0
1110100111110011,15.0,11.0,7.0,51.0,6.0,116.0,29.0,10.0
1110100111101101,15.0,93.0,5.0,154.0,29.0,151.0,68.0,72.0
1110100111001011,15.0,21.0,15.0,19.0,14.0,23.0,15.0,3.0
1110100110111011,15.0,4.0,4.0,14.0,17.0,13.0,11.0,13.0
1110100101110100,15.0,12.0,1.0,14.0,13.0,24.0,7.0,13.0
1110100101100111,15.0,11.0,4.0,21.0,18.0,23.0,9.0,14.0
1110100101010011,15.0,17.0,7.0,17.0,90.0,49.0,55.0,25.0
1110100100101101,15.0,28.0,14.0,31.0,26.0,12.0,31.0,30.0
1110100100101011,15.0,28.0,3.0,16.0,74.0,15.0,6.0,42.0
1110100100010010,15.0,22.0,26.0,39.0,40.0,103.0,16.0,67.0
1110100011000111,15.0,4.0,3.0,12.0,15.0,19.0,9.0,3.0
1110100001100011,15.0,63.0,6.0,55.0,75.0,78.0,79.0,24.0
1110100001100001,15.0,58.0,7.0,136.0,95.0,191.0,71.0,31.0
1110100000100001,15.0,16.0,6.0,8.0,15.0,35.0,11.0,11.0
1110100000010000,15.0,5.0,6.0,5.0,9.0,20.0,9.0,10.0
1110100000001111,15.0,76.0,72.0,65.0,33.0,36.0,45.0,104.0
1110100000000011,15.0,13.0,45.0,50.0,28.0,45.0,62.0,39.0
1110100000000010,15.0,18.0,31.0,30.0,20.0,141.0,36.0,21.0
1110011111000100,15.0,21.0,51.0,87.0,61.0,154.0,62.0,12.0
1110011110001000,15.0,56.0,13.0,117.0,191.0,67.0,79.0,26.0
1110011110000001,15.0,98.0,36.0,121.0,144.0,353.0,178.0,169.0
1110011011010100,15.0,38.0,20.0,40.0,58.0,50.0,44.0,101.0
1110011010111100,15.0,24.0,6.0,14.0,41.0,73.0,31.0,43.0
1110001110111010,15.0,19.0,9.0,64.0,76.0,54.0,59.0,85.0
1110001110001010,15.0,27.0,23.0,143.0,84.0,130.0,120.0,55.0
1110001101110000,15.0,50.0,10.0,40.0,107.0,92.0,43.0,30.0
1110001100111000,15.0,43.0,11.0,115.0,85.0,87.0,95.0,119.0
1110001100100101,15.0,23.0,8.0,76.0,91.0,67.0,46.0,100.0
1110001011010010,15.0,59.0,13.0,84.0,126.0,361.0,106.0,30.0
1110001010101111,15.0,31.0,30.0,168.0,116.0,72.0,80.0,147.0
1110001000110000,15.0,28.0,7.0,56.0,23.0,36.0,28.0,28.0
1110001000101101,15.0,140.0,13.0,266.0,144.0,279.0,111.0,137.0
1110000111011110,15.0,12.0,1.0,24.0,25.0,141.0,10.0,11.0
1110000111011100,15.0,7.0,7.0,34.0,24.0,96.0,18.0,46.0
1110000110110100,15.0,12.0,8.0,6.0,9.0,11.0,5.0,10.0
1110000110011011,15.0,25.0,13.0,28.0,54.0,15.0,26.0,26.0
1110000110010011,15.0,13.0,21.0,15.0,24.0,16.0,33.0,40.0
1110000100111110,15.0,5.0,41.0,23.0,43.0,31.0,38.0,51.0
1110000100111100,15.0,47.0,6.0,40.0,67.0,38.0,27.0,31.0
1110000100100111,15.0,9.0,3.0,18.0,14.0,28.0,8.0,26.0
1110000100010000,15.0,18.0,7.0,26.0,16.0,74.0,23.0,44.0
1110000011100011,15.0,32.0,12.0,21.0,17.0,47.0,55.0,4.0
1110000011000010,15.0,65.0,7.0,23.0,24.0,65.0,28.0,2.0
1110000010111000,15.0,16.0,6.0,8.0,12.0,8.0,10.0,2.0
1110000000011101,15.0,24.0,7.0,16.0,19.0,20.0,9.0,32.0
1101111110010000,15.0,49.0,37.0,65.0,160.0,81.0,155.0,49.0
1101111110001110,15.0,19.0,14.0,28.0,97.0,76.0,19.0,40.0
1101111011011001,15.0,36.0,50.0,67.0,126.0,135.0,72.0,43.0
1101111000111010,15.0,42.0,7.0,85.0,118.0,116.0,109.0,54.0
1101110111111110,15.0,16.0,7.0,28.0,39.0,33.0,30.0,8.0
1101110111001011,15.0,20.0,13.0,163.0,126.0,67.0,84.0,51.0
1101110100110000,15.0,39.0,29.0,39.0,189.0,156.0,49.0,49.0
1101110100000000,15.0,84.0,11.0,75.0,78.0,101.0,123.0,47.0
1101110011000100,15.0,33.0,9.0,191.0,148.0,128.0,216.0,11.0
1101110010101000,15.0,35.0,17.0,170.0,108.0,183.0,86.0,69.0
1101110001110111,15.0,58.0,15.0,118.0,75.0,38.0,80.0,112.0
1101110000111000,15.0,14.0,7.0,33.0,61.0,185.0,72.0,50.0
1101110000110100,15.0,39.0,9.0,68.0,90.0,48.0,106.0,45.0
1101100111001101,15.0,51.0,15.0,173.0,110.0,178.0,73.0,75.0
1101100110111000,15.0,53.0,90.0,302.0,161.0,124.0,198.0,156.0
1101100100110101,15.0,17.0,20.0,52.0,86.0,213.0,51.0,136.0
1101100100100000,15.0,43.0,8.0,201.0,82.0,223.0,57.0,57.0
1101100100010100,15.0,44.0,35.0,38.0,42.0,71.0,63.0,44.0
1101100011010100,15.0,30.0,15.0,81.0,79.0,163.0,69.0,23.0
1101100010011100,15.0,42.0,49.0,226.0,269.0,171.0,131.0,266.0
1101011011100100,15.0,90.0,20.0,68.0,168.0,174.0,68.0,17.0
1101010001010000,15.0,30.0,15.0,87.0,85.0,113.0,60.0,26.0
1101001110111110,15.0,79.0,5.0,30.0,135.0,109.0,109.0,92.0
1101001011100100,15.0,76.0,8.0,100.0,104.0,259.0,93.0,6.0
1101001011011000,15.0,106.0,7.0,172.0,59.0,113.0,96.0,18.0
1101001010110000,15.0,23.0,7.0,115.0,95.0,117.0,223.0,32.0
1101001010000100,15.0,146.0,52.0,158.0,248.0,467.0,75.0,115.0
1101001010000000,15.0,35.0,16.0,106.0,99.0,143.0,65.0,33.0
1101001001100110,15.0,49.0,9.0,99.0,56.0,65.0,88.0,22.0
1100111111110011,15.0,58.0,9.0,62.0,37.0,86.0,85.0,43.0
1100111100111001,15.0,38.0,15.0,69.0,104.0,89.0,50.0,138.0
1100111100110111,15.0,47.0,12.0,36.0,102.0,29.0,34.0,111.0
1100111100101110,15.0,9.0,5.0,54.0,75.0,102.0,21.0,28.0
1100111011110100,15.0,41.0,13.0,21.0,33.0,124.0,55.0,26.0
1100111011011111,15.0,23.0,9.0,238.0,144.0,95.0,111.0,75.0
1100111011011101,15.0,23.0,8.0,82.0,98.0,76.0,121.0,156.0
1100111010111101,15.0,25.0,2.0,18.0,28.0,52.0,45.0,144.0
1100111010001111,15.0,19.0,10.0,56.0,132.0,70.0,59.0,104.0
1100111001010111,15.0,69.0,52.0,108.0,163.0,115.0,47.0,94.0
1100110111111100,15.0,21.0,10.0,22.0,80.0,135.0,27.0,7.0
1100110111110101,15.0,24.0,26.0,28.0,25.0,35.0,22.0,35.0
1100110111001010,15.0,90.0,16.0,150.0,123.0,113.0,98.0,1.0
1100110111000001,15.0,69.0,18.0,99.0,23.0,59.0,50.0,15.0
1100110111000000,15.0,78.0,14.0,131.0,38.0,202.0,36.0,6.0
1100110110111011,15.0,32.0,9.0,44.0,114.0,50.0,31.0,82.0
1100110110111010,15.0,38.0,34.0,19.0,49.0,32.0,21.0,59.0
1100110110110010,15.0,82.0,2.0,37.0,27.0,36.0,19.0,22.0
1100110110100100,15.0,9.0,10.0,58.0,27.0,52.0,39.0,17.0
1100110110001111,15.0,10.0,4.0,26.0,34.0,16.0,55.0,25.0
1100110110001110,15.0,8.0,4.0,11.0,70.0,18.0,22.0,25.0
1100110101101001,15.0,50.0,8.0,49.0,126.0,76.0,66.0,74.0
1100110101000110,15.0,10.0,8.0,48.0,37.0,79.0,50.0,2.0
1100110101000101,15.0,11.0,6.0,48.0,16.0,21.0,23.0,22.0
1100110100000111,15.0,10.0,21.0,65.0,67.0,33.0,84.0,85.0
1100110011010110,15.0,18.0,4.0,26.0,53.0,25.0,14.0,7.0
1100110011001110,15.0,28.0,13.0,94.0,31.0,94.0,125.0,22.0
1100110010101100,15.0,37.0,30.0,36.0,75.0,47.0,47.0,78.0
1100110010100000,15.0,36.0,8.0,108.0,111.0,38.0,27.0,16.0
1100110010011000,15.0,23.0,9.0,66.0,90.0,66.0,36.0,21.0
1100110010010101,15.0,16.0,54.0,81.0,63.0,48.0,125.0,103.0
1100110010001010,15.0,36.0,34.0,114.0,31.0,86.0,122.0,28.0
1100110000100110,15.0,61.0,28.0,37.0,62.0,34.0,139.0,24.0
1100101110111000,15.0,33.0,16.0,64.0,109.0,121.0,71.0,57.0
1100101010111110,15.0,25.0,8.0,56.0,44.0,56.0,24.0,41.0
1100101010110100,15.0,38.0,8.0,22.0,26.0,26.0,32.0,81.0
1100100111101101,15.0,16.0,9.0,23.0,53.0,29.0,33.0,12.0
1100100111001010,15.0,41.0,5.0,28.0,29.0,27.0,53.0,2.0
1100100111000111,15.0,5.0,6.0,16.0,6.0,27.0,49.0,2.0
1100100110111011,15.0,3.0,2.0,13.0,12.0,25.0,15.0,75.0
1100100110011110,15.0,5.0,14.0,20.0,42.0,29.0,55.0,18.0
1100100101111011,15.0,4.0,7.0,31.0,77.0,32.0,12.0,15.0
1100100100110011,15.0,33.0,7.0,45.0,101.0,35.0,28.0,20.0
1100100100010011,15.0,9.0,19.0,45.0,98.0,234.0,83.0,110.0
1100100011000111,15.0,4.0,3.0,7.0,19.0,18.0,17.0,2.0
1100100010100101,15.0,6.0,11.0,13.0,22.0,41.0,9.0,63.0
1100100001111101,15.0,20.0,4.0,17.0,33.0,31.0,16.0,23.0
1100011011110100,15.0,44.0,12.0,102.0,168.0,154.0,114.0,19.0
1100011010111100,15.0,30.0,9.0,44.0,91.0,87.0,27.0,92.0
1100001111111110,15.0,34.0,2.0,53.0,62.0,46.0,61.0,17.0
1100001111110000,15.0,47.0,9.0,341.0,161.0,151.0,319.0,9.0
1100001111010110,15.0,24.0,8.0,80.0,52.0,40.0,68.0,20.0
1100001111000001,15.0,96.0,61.0,331.0,92.0,141.0,154.0,36.0
1100001011111001,15.0,98.0,11.0,87.0,110.0,219.0,90.0,64.0
1100001010101010,15.0,72.0,6.0,123.0,126.0,134.0,117.0,14.0
1100001010100100,15.0,15.0,12.0,82.0,82.0,46.0,58.0,54.0
1100001000101101,15.0,41.0,18.0,198.0,159.0,62.0,43.0,260.0
1100000110011101,15.0,17.0,7.0,41.0,44.0,114.0,52.0,73.0
1100000101000011,15.0,12.0,88.0,28.0,22.0,72.0,92.0,6.0
1100000100000011,15.0,25.0,12.0,119.0,143.0,125.0,63.0,84.0
1100000011101010,15.0,169.0,18.0,43.0,4.0,105.0,163.0,7.0
1100000011100011,15.0,39.0,58.0,51.0,58.0,92.0,40.0,3.0
1100000010100111,15.0,11.0,9.0,13.0,23.0,18.0,8.0,22.0
1100000010100100,15.0,16.0,8.0,26.0,91.0,21.0,28.0,33.0
1100000001101001,15.0,23.0,26.0,88.0,95.0,179.0,139.0,56.0
1100000001010001,15.0,37.0,97.0,39.0,12.0,35.0,14.0,17.0
1100000001001000,15.0,28.0,26.0,146.0,17.0,104.0,15.0,10.0
1100000000100101,15.0,15.0,14.0,145.0,57.0,43.0,13.0,98.0
1100000000011010,15.0,7.0,7.0,68.0,88.0,86.0,53.0,38.0
1100000000001101,15.0,18.0,5.0,74.0,63.0,87.0,17.0,28.0
1011111111111011,15.0,15.0,7.0,41.0,34.0,42.0,46.0,23.0
1011111110101000,15.0,17.0,46.0,70.0,30.0,75.0,31.0,23.0
1011111101111110,15.0,58.0,32.0,64.0,86.0,62.0,75.0,111.0
1011111100110110,15.0,6.0,20.0,55.0,56.0,82.0,60.0,37.0
1011111100101110,15.0,98.0,80.0,185.0,256.0,150.0,139.0,229.0
1011111010100010,15.0,16.0,7.0,124.0,87.0,118.0,20.0,11.0
1011111010000111,15.0,37.0,21.0,97.0,71.0,44.0,40.0,84.0
1011111010000110,15.0,26.0,28.0,24.0,104.0,76.0,79.0,71.0
1011111010000100,15.0,64.0,9.0,102.0,87.0,143.0,38.0,88.0
1011111001111000,15.0,66.0,4.0,30.0,22.0,74.0,125.0,48.0
1011111000111111,15.0,9.0,9.0,18.0,60.0,52.0,14.0,45.0
1011110110110101,15.0,12.0,10.0,29.0,48.0,17.0,13.0,92.0
1011110101110100,15.0,33.0,15.0,81.0,34.0,52.0,80.0,17.0
1011110101110000,15.0,35.0,8.0,131.0,60.0,58.0,59.0,17.0
1011110100110100,15.0,21.0,5.0,37.0,35.0,45.0,40.0,53.0
1011110011111000,15.0,10.0,3.0,56.0,28.0,75.0,66.0,9.0
1011110011100100,15.0,21.0,32.0,37.0,141.0,150.0,137.0,46.0
1011110010110010,15.0,17.0,7.0,50.0,39.0,41.0,14.0,21.0
1011110010100000,15.0,22.0,13.0,121.0,31.0,38.0,60.0,13.0
1011110010001100,15.0,29.0,6.0,49.0,42.0,34.0,20.0,25.0
1011110010000110,15.0,12.0,12.0,41.0,53.0,116.0,31.0,22.0
1011110010000100,15.0,9.0,10.0,124.0,78.0,31.0,28.0,27.0
1011110010000000,15.0,58.0,8.0,37.0,51.0,57.0,26.0,32.0
1011110000111101,15.0,20.0,6.0,16.0,77.0,20.0,8.0,125.0
1011110000110110,15.0,34.0,6.0,59.0,56.0,28.0,21.0,124.0
1011110000110100,15.0,7.0,7.0,36.0,37.0,15.0,23.0,18.0
1011110000100110,15.0,15.0,9.0,44.0,91.0,63.0,84.0,91.0
1011110000000111,15.0,16.0,19.0,63.0,69.0,36.0,66.0,85.0
1011101101101110,15.0,49.0,14.0,94.0,68.0,63.0,56.0,47.0
1011101010110111,15.0,104.0,16.0,110.0,180.0,104.0,67.0,201.0
1011101010110110,15.0,29.0,8.0,54.0,106.0,54.0,44.0,129.0
1011101010010110,15.0,86.0,27.0,76.0,132.0,69.0,48.0,48.0
1011100110111111,15.0,15.0,5.0,93.0,103.0,66.0,71.0,126.0
1011100110110110,15.0,9.0,6.0,62.0,38.0,68.0,33.0,59.0
1011100110100101,15.0,15.0,7.0,31.0,33.0,53.0,36.0,68.0
1011100110001000,15.0,11.0,7.0,25.0,19.0,27.0,24.0,6.0
1011100101110100,15.0,23.0,9.0,60.0,69.0,71.0,54.0,51.0
1011100101010100,15.0,17.0,9.0,50.0,57.0,155.0,38.0,52.0
1011100100000001,15.0,29.0,6.0,50.0,118.0,41.0,73.0,69.0
1011100100000000,15.0,131.0,10.0,58.0,66.0,56.0,100.0,39.0
1011100001110001,15.0,30.0,47.0,65.0,51.0,52.0,164.0,154.0
1011100001110000,15.0,25.0,12.0,33.0,65.0,89.0,36.0,82.0
1011100001101000,15.0,38.0,8.0,73.0,155.0,79.0,66.0,83.0
1011100001100010,15.0,36.0,3.0,91.0,234.0,193.0,126.0,42.0
1011100000111011,15.0,17.0,13.0,35.0,39.0,70.0,51.0,115.0
1011100000110001,15.0,99.0,41.0,54.0,93.0,60.0,43.0,78.0
1011100000100010,15.0,54.0,21.0,39.0,150.0,303.0,71.0,75.0
1011100000011111,15.0,17.0,60.0,34.0,110.0,39.0,48.0,89.0
1011100000001000,15.0,27.0,14.0,74.0,90.0,172.0,27.0,89.0
1011011111110110,15.0,16.0,8.0,41.0,155.0,159.0,46.0,13.0
1011011111011111,15.0,35.0,15.0,40.0,86.0,115.0,46.0,199.0
1011011101010110,15.0,31.0,29.0,115.0,119.0,134.0,57.0,62.0
1011011100111000,15.0,46.0,12.0,178.0,42.0,96.0,97.0,70.0
1011011011110101,15.0,52.0,7.0,32.0,115.0,137.0,121.0,78.0
1011011011110100,15.0,34.0,8.0,41.0,57.0,139.0,56.0,38.0
1011011010111010,15.0,18.0,6.0,26.0,148.0,26.0,26.0,73.0
1011011010110111,15.0,52.0,8.0,38.0,150.0,33.0,38.0,220.0
1011010110111001,15.0,30.0,32.0,23.0,61.0,43.0,39.0,91.0
1011010110110110,15.0,23.0,6.0,26.0,72.0,21.0,12.0,22.0
1011010110001111,15.0,66.0,8.0,121.0,93.0,165.0,68.0,207.0
