variant,counts_9114_b_F_5,counts_9114_b_F_4,counts_9114_b_F_6,counts_9114_b_F_7,counts_9114_b_F_3,counts_9114_b_F_2,counts_9114_b_F_1,counts_9114_b_F_8
1000100011000101,40.0,121.0,48.0,5.0,50.0,33.0,3.0,14.0
1000100010000001,40.0,45.0,35.0,8.0,17.0,2.0,5.0,14.0
1000100001001010,40.0,72.0,13.0,75.0,44.0,0.0,6.0,0.0
1000100001000111,40.0,21.0,27.0,38.0,11.0,3.0,6.0,38.0
1000100000110011,40.0,43.0,73.0,42.0,26.0,3.0,71.0,39.0
1000100000000100,40.0,22.0,14.0,195.0,12.0,61.0,3.0,13.0
1000011111000110,40.0,153.0,41.0,63.0,42.0,8.0,14.0,6.0
1000011110100110,40.0,85.0,93.0,96.0,22.0,12.0,90.0,11.0
1000011101010110,40.0,79.0,124.0,60.0,51.0,4.0,15.0,97.0
1000011010111100,40.0,64.0,100.0,96.0,14.0,4.0,23.0,26.0
1000011010010110,40.0,43.0,17.0,34.0,23.0,12.0,20.0,21.0
1000011010010001,40.0,113.0,35.0,52.0,26.0,19.0,35.0,82.0
1000001111100110,40.0,152.0,40.0,17.0,69.0,13.0,21.0,6.0
1000001100100101,40.0,55.0,35.0,39.0,21.0,13.0,19.0,39.0
1000001000011110,40.0,111.0,112.0,116.0,34.0,6.0,16.0,60.0
1000000111011010,40.0,31.0,51.0,37.0,41.0,47.0,26.0,8.0
1000000101100001,40.0,77.0,49.0,12.0,13.0,0.0,11.0,6.0
1000000101011110,40.0,34.0,71.0,41.0,16.0,3.0,2.0,21.0
1000000100011111,40.0,23.0,28.0,19.0,12.0,1.0,7.0,31.0
1000000011101111,40.0,15.0,37.0,53.0,17.0,4.0,4.0,6.0
1000000001101100,40.0,73.0,65.0,85.0,6.0,72.0,7.0,28.0
1000000000101010,40.0,12.0,10.0,8.0,17.0,4.0,9.0,6.0
1000000000001010,40.0,22.0,10.0,10.0,11.0,1.0,4.0,4.0
0111111110101011,40.0,80.0,17.0,68.0,58.0,11.0,6.0,83.0
0111111110100100,40.0,23.0,14.0,21.0,24.0,6.0,10.0,33.0
0111111101011101,40.0,19.0,17.0,39.0,40.0,6.0,11.0,118.0
0111111101000010,40.0,44.0,18.0,26.0,47.0,7.0,9.0,6.0
0111111100100011,40.0,68.0,54.0,138.0,60.0,41.0,12.0,109.0
0111111100010110,40.0,33.0,24.0,59.0,48.0,4.0,12.0,63.0
0111111011111111,40.0,29.0,25.0,45.0,21.0,5.0,5.0,88.0
0111111010010110,40.0,91.0,58.0,71.0,18.0,18.0,31.0,112.0
0111111001110011,40.0,67.0,23.0,31.0,20.0,7.0,5.0,37.0
0111111000101110,40.0,33.0,99.0,40.0,49.0,3.0,41.0,103.0
0111110101011100,40.0,42.0,36.0,52.0,22.0,3.0,14.0,167.0
0111110010100111,40.0,32.0,60.0,77.0,47.0,7.0,11.0,130.0
0111110010010001,40.0,41.0,71.0,34.0,18.0,11.0,16.0,85.0
0111110000101110,40.0,11.0,9.0,56.0,13.0,2.0,12.0,31.0
0111101111110110,40.0,61.0,155.0,33.0,48.0,3.0,7.0,5.0
0111101110000100,40.0,30.0,77.0,34.0,19.0,5.0,5.0,40.0
0111101110000001,40.0,114.0,56.0,76.0,29.0,9.0,48.0,98.0
0111101100100110,40.0,63.0,74.0,134.0,45.0,1.0,12.0,19.0
0111101100001111,40.0,51.0,24.0,64.0,47.0,12.0,13.0,178.0
0111101001010101,40.0,73.0,39.0,89.0,34.0,8.0,6.0,158.0
0111101001000110,40.0,58.0,49.0,39.0,64.0,5.0,22.0,5.0
0111101000100100,40.0,41.0,73.0,72.0,24.0,8.0,12.0,126.0
0111101000010111,40.0,31.0,40.0,114.0,48.0,9.0,36.0,217.0
0111100110000111,40.0,12.0,64.0,30.0,32.0,8.0,8.0,68.0
0111100100001001,40.0,34.0,52.0,89.0,37.0,11.0,14.0,52.0
0111100011110000,40.0,51.0,62.0,15.0,106.0,8.0,7.0,7.0
0111100010111100,40.0,34.0,15.0,36.0,28.0,19.0,17.0,111.0
0111100010101101,40.0,30.0,43.0,70.0,20.0,3.0,14.0,30.0
0111100010010001,40.0,32.0,17.0,99.0,22.0,37.0,32.0,52.0
0111100000101010,40.0,52.0,87.0,30.0,30.0,7.0,5.0,19.0
0111100000101000,40.0,48.0,104.0,22.0,10.0,38.0,8.0,35.0
0111011110101110,40.0,34.0,28.0,124.0,31.0,5.0,11.0,124.0
0111011110100111,40.0,42.0,51.0,48.0,24.0,30.0,26.0,156.0
0111011010011011,40.0,105.0,62.0,69.0,52.0,50.0,25.0,289.0
0111010111111010,40.0,44.0,63.0,80.0,53.0,4.0,26.0,53.0
0111010111010101,40.0,37.0,34.0,68.0,12.0,7.0,27.0,88.0
0111010110111100,40.0,50.0,14.0,33.0,13.0,39.0,20.0,92.0
0111010011110101,40.0,54.0,19.0,127.0,25.0,23.0,14.0,84.0
0111010011110000,40.0,63.0,189.0,30.0,46.0,4.0,15.0,19.0
0111010011000111,40.0,61.0,87.0,108.0,35.0,3.0,24.0,148.0
0111010010101010,40.0,114.0,177.0,94.0,34.0,2.0,11.0,43.0
0111010010100010,40.0,50.0,34.0,128.0,76.0,6.0,30.0,19.0
0111010010010101,40.0,51.0,28.0,110.0,18.0,36.0,30.0,141.0
0111001110110010,40.0,66.0,45.0,21.0,35.0,35.0,35.0,95.0
0111001110101000,40.0,34.0,29.0,13.0,21.0,4.0,6.0,53.0
0111001110010101,40.0,27.0,14.0,18.0,19.0,9.0,17.0,71.0
0111001100010110,40.0,47.0,19.0,75.0,92.0,19.0,37.0,31.0
0111001011011001,40.0,62.0,32.0,83.0,36.0,4.0,8.0,63.0
0111001011001101,40.0,128.0,69.0,51.0,31.0,15.0,15.0,68.0
0111001010011001,40.0,47.0,62.0,38.0,40.0,7.0,25.0,155.0
0111001001111111,40.0,25.0,40.0,75.0,33.0,4.0,12.0,191.0
0111001001101001,40.0,47.0,41.0,37.0,20.0,14.0,13.0,16.0
0111001001010101,40.0,31.0,51.0,106.0,10.0,30.0,6.0,270.0
0111001000011111,40.0,29.0,48.0,35.0,17.0,7.0,13.0,191.0
0111001000010010,40.0,66.0,116.0,76.0,59.0,6.0,47.0,33.0
0111000110010101,40.0,102.0,72.0,69.0,24.0,8.0,12.0,190.0
0111000100000110,40.0,82.0,79.0,89.0,40.0,19.0,38.0,38.0
0110111110001010,40.0,30.0,16.0,18.0,33.0,2.0,12.0,3.0
0110111101001110,40.0,58.0,40.0,9.0,34.0,0.0,3.0,5.0
0110111011010001,40.0,122.0,107.0,114.0,19.0,2.0,8.0,5.0
0110111011010000,40.0,48.0,35.0,14.0,14.0,6.0,37.0,0.0
0110111010111011,40.0,42.0,28.0,50.0,14.0,1.0,2.0,81.0
0110111010011110,40.0,28.0,70.0,130.0,12.0,16.0,8.0,23.0
0110111010010101,40.0,35.0,122.0,21.0,9.0,5.0,11.0,102.0
0110111001110111,40.0,32.0,65.0,53.0,83.0,23.0,8.0,41.0
0110110111100000,40.0,38.0,27.0,33.0,53.0,3.0,9.0,0.0
0110110110101101,40.0,52.0,43.0,59.0,27.0,3.0,8.0,48.0
0110110110010111,40.0,37.0,43.0,12.0,13.0,4.0,36.0,88.0
0110110101111111,40.0,35.0,25.0,34.0,32.0,4.0,4.0,48.0
0110110101110000,40.0,20.0,73.0,38.0,26.0,3.0,21.0,9.0
0110110011011101,40.0,75.0,77.0,176.0,18.0,1.0,6.0,91.0
0110110001101001,40.0,50.0,86.0,46.0,30.0,21.0,39.0,20.0
0110101111110100,40.0,16.0,8.0,38.0,10.0,3.0,3.0,6.0
0110101110001100,40.0,32.0,83.0,85.0,34.0,6.0,9.0,38.0
0110101101011110,40.0,91.0,79.0,115.0,57.0,1.0,11.0,10.0
0110101100111100,40.0,16.0,27.0,36.0,15.0,5.0,16.0,23.0
0110101100010001,40.0,33.0,37.0,24.0,40.0,8.0,18.0,67.0
0110101011110010,40.0,91.0,133.0,16.0,64.0,10.0,7.0,7.0
0110101010110011,40.0,55.0,50.0,60.0,16.0,3.0,18.0,37.0
0110101000101101,40.0,91.0,62.0,133.0,65.0,40.0,28.0,158.0
0110101000100110,40.0,64.0,104.0,38.0,26.0,2.0,9.0,23.0
0110101000010110,40.0,22.0,15.0,14.0,16.0,8.0,34.0,10.0
0110100111110010,40.0,12.0,24.0,1.0,8.0,0.0,3.0,0.0
0110100010010010,40.0,35.0,9.0,30.0,37.0,2.0,8.0,3.0
0110011111010100,40.0,39.0,65.0,45.0,8.0,35.0,81.0,20.0
0110011111000110,40.0,41.0,58.0,48.0,32.0,1.0,6.0,7.0
0110011110111001,40.0,51.0,82.0,71.0,30.0,3.0,14.0,93.0
0110011110011111,40.0,39.0,20.0,20.0,20.0,10.0,27.0,38.0
0110011101001111,40.0,30.0,27.0,36.0,34.0,1.0,29.0,29.0
0110011100101101,40.0,45.0,29.0,31.0,9.0,10.0,20.0,127.0
0110011010010111,40.0,48.0,19.0,68.0,13.0,11.0,43.0,58.0
0110011000110011,40.0,83.0,123.0,149.0,13.0,21.0,68.0,172.0
0110011000011111,40.0,60.0,30.0,95.0,21.0,8.0,79.0,134.0
0110011000011110,40.0,49.0,92.0,142.0,16.0,7.0,29.0,63.0
0110010000111000,40.0,97.0,89.0,106.0,45.0,25.0,50.0,95.0
0110001111101111,40.0,35.0,161.0,53.0,46.0,1.0,6.0,23.0
0110001111101100,40.0,41.0,42.0,73.0,36.0,4.0,7.0,16.0
0110001110111110,40.0,11.0,32.0,77.0,30.0,3.0,2.0,25.0
0110001100100111,40.0,35.0,50.0,83.0,16.0,12.0,23.0,46.0
0110001011010111,40.0,36.0,18.0,39.0,32.0,22.0,8.0,72.0
0110001010000101,40.0,59.0,35.0,123.0,27.0,25.0,84.0,48.0
0110001001111011,40.0,42.0,50.0,87.0,27.0,3.0,6.0,32.0
0110001001001101,40.0,50.0,21.0,105.0,25.0,12.0,22.0,47.0
0110001000101011,40.0,45.0,39.0,39.0,14.0,2.0,8.0,38.0
0110001000001010,40.0,42.0,35.0,50.0,47.0,10.0,9.0,10.0
0110000110100011,40.0,16.0,15.0,47.0,6.0,18.0,4.0,10.0
0110000101101010,40.0,34.0,12.0,35.0,19.0,16.0,49.0,1.0
0110000100011010,40.0,17.0,42.0,32.0,26.0,5.0,37.0,36.0
0101111111000001,40.0,79.0,43.0,17.0,82.0,3.0,3.0,61.0
0101111110111100,40.0,19.0,5.0,17.0,10.0,4.0,8.0,62.0
0101111110100110,40.0,32.0,27.0,35.0,16.0,2.0,17.0,28.0
0101111100001101,40.0,68.0,37.0,23.0,66.0,36.0,72.0,63.0
0101110100001011,40.0,44.0,81.0,28.0,23.0,5.0,8.0,134.0
0101110100000011,40.0,44.0,87.0,37.0,61.0,3.0,15.0,121.0
0101110010110000,40.0,31.0,17.0,12.0,37.0,3.0,14.0,6.0
0101110010010100,40.0,17.0,27.0,70.0,17.0,5.0,25.0,37.0
0101110001101000,40.0,35.0,17.0,107.0,28.0,6.0,14.0,27.0
0101110000001110,40.0,56.0,106.0,72.0,34.0,5.0,8.0,45.0
0101100111111101,40.0,40.0,64.0,54.0,51.0,9.0,36.0,49.0
0101100111010111,40.0,48.0,38.0,84.0,24.0,3.0,18.0,81.0
0101100110110110,40.0,29.0,48.0,161.0,34.0,8.0,7.0,43.0
0101100110101111,40.0,33.0,49.0,74.0,46.0,22.0,7.0,116.0
0101100101100100,40.0,62.0,87.0,26.0,20.0,11.0,18.0,6.0
0101100100111000,40.0,38.0,93.0,70.0,34.0,3.0,12.0,29.0
0101100100101101,40.0,93.0,80.0,203.0,21.0,4.0,15.0,162.0
0101100010111010,40.0,53.0,267.0,151.0,65.0,8.0,16.0,34.0
0101100010101111,40.0,44.0,27.0,21.0,40.0,4.0,7.0,94.0
0101100000101001,40.0,56.0,43.0,21.0,15.0,8.0,9.0,85.0
0101100000010101,40.0,52.0,27.0,32.0,34.0,44.0,38.0,95.0
0101011110010101,40.0,62.0,70.0,116.0,30.0,7.0,36.0,110.0
0101011001010000,40.0,151.0,37.0,102.0,38.0,7.0,24.0,24.0
0101010110110110,40.0,76.0,19.0,65.0,13.0,5.0,2.0,14.0
0101010110001011,40.0,62.0,132.0,53.0,28.0,6.0,16.0,51.0
0101010100111001,40.0,102.0,111.0,109.0,39.0,9.0,7.0,182.0
0101010100100111,40.0,36.0,168.0,80.0,103.0,46.0,61.0,50.0
0101010010101100,40.0,48.0,70.0,72.0,35.0,38.0,20.0,129.0
0101010010100111,40.0,31.0,30.0,128.0,30.0,17.0,4.0,90.0
0101010010001110,40.0,50.0,89.0,178.0,26.0,16.0,32.0,130.0
0101010001110111,40.0,30.0,18.0,38.0,21.0,9.0,25.0,168.0
0101010000100101,40.0,52.0,64.0,34.0,46.0,27.0,36.0,88.0
0101001111011011,40.0,86.0,166.0,86.0,73.0,23.0,9.0,147.0
0101001011110101,40.0,27.0,28.0,19.0,43.0,6.0,5.0,18.0
0101001011100101,40.0,112.0,54.0,91.0,79.0,24.0,18.0,38.0
0101001011100000,40.0,188.0,55.0,27.0,59.0,5.0,9.0,14.0
0101001010011100,40.0,60.0,36.0,102.0,10.0,7.0,58.0,16.0
0101001000100100,40.0,36.0,179.0,41.0,83.0,35.0,51.0,92.0
0101000100010101,40.0,114.0,102.0,53.0,19.0,107.0,62.0,117.0
0100111111111110,40.0,27.0,23.0,40.0,19.0,4.0,2.0,21.0
0100111111111000,40.0,27.0,31.0,6.0,11.0,3.0,5.0,3.0
0100111110111011,40.0,49.0,49.0,103.0,16.0,0.0,16.0,48.0
0100111101001010,40.0,47.0,21.0,21.0,19.0,14.0,2.0,2.0
0100111100101100,40.0,58.0,20.0,16.0,26.0,3.0,9.0,12.0
0100111011010010,40.0,102.0,67.0,6.0,70.0,7.0,9.0,6.0
0100110110011000,40.0,66.0,20.0,56.0,22.0,9.0,7.0,17.0
0100110101101011,40.0,76.0,22.0,15.0,53.0,3.0,8.0,22.0
0100110011101101,40.0,83.0,30.0,116.0,49.0,5.0,2.0,6.0
0100110010000101,40.0,51.0,68.0,23.0,41.0,2.0,10.0,37.0
0100110001101101,40.0,37.0,210.0,54.0,33.0,11.0,13.0,35.0
0100110001100001,40.0,65.0,75.0,92.0,24.0,16.0,108.0,29.0
0100110000100101,40.0,33.0,56.0,98.0,24.0,10.0,5.0,95.0
0100101110000100,40.0,17.0,21.0,10.0,9.0,4.0,7.0,10.0
0100101100000100,40.0,51.0,17.0,33.0,16.0,10.0,7.0,18.0
0100101010111101,40.0,22.0,73.0,140.0,14.0,11.0,28.0,126.0
0100101010011100,40.0,51.0,12.0,87.0,42.0,5.0,22.0,32.0
0100100010110011,40.0,42.0,31.0,10.0,6.0,0.0,2.0,71.0
0100100000101001,40.0,44.0,33.0,60.0,32.0,30.0,2.0,103.0
0100011111111001,40.0,48.0,30.0,19.0,21.0,18.0,9.0,15.0
0100011111000100,40.0,53.0,49.0,5.0,20.0,6.0,40.0,3.0
0100011100011110,40.0,32.0,28.0,30.0,16.0,1.0,8.0,98.0
0100011100001100,40.0,27.0,24.0,55.0,33.0,11.0,13.0,19.0
0100011010101001,40.0,74.0,101.0,94.0,34.0,8.0,227.0,28.0
0100001110010111,40.0,42.0,57.0,54.0,34.0,12.0,42.0,111.0
0100001010001100,40.0,51.0,91.0,39.0,28.0,8.0,13.0,10.0
0100001000000111,40.0,53.0,14.0,42.0,68.0,25.0,6.0,27.0
0100000111110101,40.0,49.0,28.0,28.0,6.0,2.0,49.0,10.0
0011111101101111,40.0,34.0,82.0,217.0,42.0,2.0,8.0,145.0
0011111101010110,40.0,37.0,44.0,41.0,28.0,1.0,24.0,40.0
0011111101001100,40.0,19.0,19.0,20.0,19.0,8.0,14.0,10.0
0011111010011001,40.0,30.0,18.0,84.0,11.0,4.0,20.0,92.0
0011111001111000,40.0,16.0,25.0,40.0,35.0,1.0,3.0,17.0
0011111000010101,40.0,10.0,74.0,60.0,3.0,4.0,8.0,96.0
0011110111101111,40.0,40.0,35.0,145.0,25.0,10.0,1.0,52.0
0011110111100110,40.0,71.0,116.0,28.0,46.0,4.0,3.0,2.0
0011110111000110,40.0,17.0,54.0,17.0,16.0,1.0,0.0,6.0
0011110110000110,40.0,12.0,26.0,78.0,9.0,0.0,6.0,2.0
0011110100001010,40.0,35.0,15.0,133.0,24.0,6.0,12.0,33.0
0011110100000111,40.0,51.0,21.0,73.0,58.0,0.0,11.0,111.0
0011110011001101,40.0,32.0,107.0,148.0,41.0,4.0,53.0,75.0
0011110011001001,40.0,47.0,46.0,40.0,25.0,2.0,24.0,23.0
0011110011000010,40.0,67.0,24.0,24.0,54.0,1.0,2.0,4.0
0011110010001011,40.0,47.0,105.0,155.0,52.0,3.0,5.0,75.0
0011110010000000,40.0,25.0,98.0,38.0,7.0,8.0,8.0,16.0
0011101111000100,40.0,39.0,16.0,8.0,10.0,5.0,6.0,6.0
0011101110000000,40.0,17.0,46.0,46.0,29.0,2.0,3.0,5.0
0011101101010011,40.0,39.0,68.0,234.0,24.0,2.0,10.0,106.0
0011101101001011,40.0,29.0,35.0,81.0,10.0,4.0,8.0,46.0
0011101100110111,40.0,16.0,51.0,47.0,25.0,9.0,1.0,236.0
0011101100010010,40.0,60.0,176.0,156.0,42.0,31.0,13.0,12.0
0011101010010110,40.0,38.0,142.0,20.0,10.0,13.0,5.0,15.0
0011101001111111,40.0,24.0,58.0,114.0,32.0,1.0,12.0,157.0
0011101001010011,40.0,22.0,125.0,97.0,25.0,10.0,24.0,106.0
0011101000100001,40.0,41.0,41.0,76.0,30.0,8.0,15.0,120.0
0011100111011011,40.0,58.0,41.0,30.0,42.0,0.0,13.0,105.0
0011100111001110,40.0,14.0,29.0,33.0,6.0,4.0,1.0,7.0
0011100101101111,40.0,33.0,59.0,78.0,10.0,3.0,3.0,115.0
0011100100100101,40.0,39.0,54.0,59.0,17.0,3.0,10.0,113.0
0011100100000011,40.0,44.0,71.0,75.0,18.0,6.0,37.0,107.0
0011100011110111,40.0,35.0,116.0,85.0,9.0,2.0,35.0,90.0
0011100011010001,40.0,44.0,45.0,168.0,18.0,27.0,70.0,76.0
0011100001010001,40.0,32.0,41.0,55.0,3.0,1.0,14.0,77.0
0011100000001000,40.0,13.0,73.0,21.0,33.0,5.0,9.0,33.0
0011011110000011,40.0,30.0,35.0,93.0,18.0,5.0,7.0,13.0
0011011010100101,40.0,44.0,51.0,84.0,13.0,12.0,38.0,192.0
0011011010010100,40.0,38.0,103.0,48.0,16.0,8.0,87.0,90.0
0011011000011000,40.0,105.0,85.0,110.0,50.0,42.0,25.0,46.0
0011010111010101,40.0,49.0,41.0,58.0,22.0,5.0,19.0,84.0
0011010100111010,40.0,16.0,38.0,71.0,25.0,9.0,6.0,31.0
0011010100000011,40.0,70.0,102.0,64.0,40.0,7.0,21.0,102.0
0011010010010001,40.0,17.0,32.0,71.0,17.0,5.0,21.0,62.0
0011010001101010,40.0,27.0,54.0,46.0,35.0,16.0,10.0,7.0
0011010001001001,40.0,31.0,21.0,45.0,16.0,10.0,35.0,54.0
0011010000101101,40.0,8.0,20.0,37.0,16.0,6.0,4.0,47.0
0011001111100001,40.0,57.0,46.0,95.0,13.0,1.0,5.0,26.0
0011001101111011,40.0,38.0,33.0,55.0,12.0,4.0,23.0,164.0
0011001101001110,40.0,42.0,54.0,46.0,22.0,7.0,12.0,8.0
0011001100100100,40.0,12.0,46.0,18.0,10.0,8.0,2.0,24.0
0011001010101100,40.0,17.0,62.0,37.0,6.0,1.0,6.0,47.0
0011001001101011,40.0,31.0,81.0,151.0,41.0,2.0,5.0,140.0
0011000111100100,40.0,104.0,54.0,101.0,15.0,16.0,41.0,10.0
0011000110110011,40.0,72.0,116.0,213.0,22.0,42.0,32.0,317.0
0011000110100010,40.0,42.0,20.0,36.0,46.0,7.0,6.0,19.0
0011000110011110,40.0,64.0,59.0,105.0,28.0,1.0,6.0,66.0
0011000101011010,40.0,56.0,97.0,49.0,21.0,1.0,6.0,50.0
0011000101000111,40.0,13.0,36.0,55.0,31.0,1.0,18.0,41.0
0011000100110010,40.0,80.0,85.0,36.0,26.0,3.0,15.0,44.0
0011000100000011,40.0,56.0,44.0,194.0,72.0,5.0,8.0,79.0
0011000100000000,40.0,87.0,132.0,78.0,15.0,17.0,45.0,49.0
0011000011110100,40.0,61.0,39.0,33.0,22.0,6.0,20.0,56.0
0011000010101011,40.0,44.0,118.0,154.0,27.0,4.0,25.0,102.0
0011000000001110,40.0,33.0,21.0,119.0,10.0,11.0,10.0,87.0
0011000000001100,40.0,83.0,100.0,94.0,21.0,8.0,46.0,47.0
0011000000001001,40.0,31.0,31.0,44.0,11.0,6.0,36.0,99.0
0010111111111010,40.0,61.0,68.0,15.0,65.0,6.0,5.0,2.0
0010111111001001,40.0,39.0,27.0,36.0,11.0,3.0,8.0,4.0
0010111111000001,40.0,18.0,38.0,9.0,19.0,1.0,6.0,3.0
0010111000100001,40.0,34.0,103.0,111.0,10.0,10.0,7.0,39.0
0010110110011001,40.0,22.0,11.0,90.0,23.0,3.0,39.0,35.0
0010110101100101,40.0,36.0,56.0,28.0,26.0,2.0,9.0,13.0
0010110011111111,40.0,26.0,53.0,57.0,20.0,12.0,1.0,21.0
0010110011100000,40.0,36.0,30.0,3.0,38.0,2.0,5.0,12.0
0010110001111010,40.0,22.0,64.0,22.0,7.0,2.0,4.0,3.0
0010110001100111,40.0,19.0,108.0,45.0,67.0,0.0,7.0,42.0
0010101101010110,40.0,68.0,115.0,42.0,19.0,4.0,3.0,14.0
0010101100000101,40.0,61.0,48.0,163.0,37.0,10.0,25.0,64.0
0010101011010011,40.0,51.0,48.0,42.0,23.0,3.0,9.0,8.0
0010101001010001,40.0,30.0,46.0,47.0,14.0,1.0,15.0,42.0
0010101000011010,40.0,80.0,93.0,104.0,26.0,4.0,12.0,56.0
0010101000001101,40.0,32.0,54.0,87.0,20.0,7.0,19.0,92.0
0010100001100011,40.0,8.0,24.0,15.0,8.0,3.0,4.0,12.0
0010011110110000,40.0,13.0,86.0,56.0,25.0,2.0,5.0,18.0
0010011101111000,40.0,25.0,24.0,30.0,34.0,2.0,3.0,22.0
0010011101110011,40.0,36.0,48.0,58.0,32.0,10.0,21.0,99.0
0010011101100110,40.0,21.0,30.0,29.0,18.0,5.0,7.0,8.0
0010011100110001,40.0,122.0,74.0,31.0,10.0,3.0,5.0,72.0
0010011010101011,40.0,29.0,61.0,100.0,31.0,10.0,20.0,124.0
0010011010010110,40.0,33.0,26.0,19.0,3.0,4.0,3.0,16.0
0010011010001110,40.0,46.0,54.0,40.0,23.0,6.0,12.0,28.0
0010011000000111,40.0,47.0,17.0,183.0,15.0,4.0,9.0,128.0
0010001111011001,40.0,52.0,50.0,85.0,22.0,14.0,16.0,40.0
0010001100001101,40.0,36.0,74.0,95.0,9.0,1.0,6.0,84.0
0010001011011110,40.0,46.0,35.0,55.0,3.0,4.0,4.0,6.0
0010001010101110,40.0,42.0,33.0,60.0,15.0,3.0,5.0,6.0
0010001010101101,40.0,14.0,60.0,46.0,9.0,10.0,10.0,71.0
0010001010001110,40.0,71.0,106.0,98.0,59.0,2.0,9.0,10.0
0010001010000100,40.0,37.0,22.0,20.0,9.0,3.0,6.0,5.0
0010001001100101,40.0,57.0,53.0,54.0,10.0,6.0,10.0,24.0
0010001001000000,40.0,26.0,53.0,44.0,43.0,11.0,29.0,2.0
0010001000010001,40.0,58.0,34.0,85.0,22.0,8.0,17.0,79.0
0010001000000000,40.0,27.0,86.0,50.0,9.0,1.0,9.0,11.0
0010000000000011,40.0,9.0,25.0,8.0,2.0,5.0,1.0,7.0
0001111111011100,40.0,25.0,64.0,42.0,20.0,0.0,5.0,14.0
0001111111001011,40.0,28.0,101.0,39.0,19.0,5.0,1.0,0.0
0001111100000000,40.0,31.0,19.0,75.0,10.0,1.0,4.0,16.0
0001111001101110,40.0,68.0,44.0,33.0,67.0,0.0,12.0,5.0
0001111001100111,40.0,40.0,68.0,100.0,13.0,2.0,9.0,23.0
0001111000110010,40.0,25.0,32.0,36.0,14.0,1.0,6.0,18.0
0001111000010010,40.0,20.0,54.0,150.0,24.0,3.0,19.0,30.0
0001110111110111,40.0,10.0,25.0,36.0,27.0,2.0,5.0,10.0
0001110111100101,40.0,52.0,85.0,76.0,20.0,2.0,14.0,28.0
0001110111010001,40.0,42.0,91.0,92.0,17.0,1.0,11.0,30.0
0001110110011010,40.0,22.0,49.0,59.0,26.0,0.0,5.0,28.0
0001110110001011,40.0,24.0,17.0,188.0,15.0,4.0,6.0,59.0
0001110110001000,40.0,41.0,47.0,80.0,12.0,0.0,1.0,16.0
0001110110000010,40.0,37.0,56.0,31.0,30.0,4.0,4.0,22.0
0001110101011001,40.0,18.0,34.0,57.0,14.0,0.0,1.0,56.0
0001110101001010,40.0,46.0,101.0,22.0,27.0,0.0,3.0,2.0
0001110100110101,40.0,5.0,88.0,72.0,10.0,1.0,0.0,85.0
0001110100010010,40.0,46.0,102.0,108.0,23.0,2.0,5.0,16.0
0001110001100011,40.0,62.0,42.0,54.0,51.0,13.0,11.0,19.0
0001101111100001,40.0,61.0,111.0,22.0,32.0,8.0,8.0,7.0
0001101111011111,40.0,30.0,222.0,98.0,37.0,3.0,6.0,118.0
0001101110111110,40.0,51.0,148.0,141.0,22.0,3.0,3.0,86.0
0001101110010110,40.0,47.0,60.0,87.0,15.0,4.0,3.0,13.0
0001101011011110,40.0,14.0,160.0,45.0,9.0,1.0,1.0,9.0
0001101011000111,40.0,47.0,133.0,143.0,47.0,2.0,10.0,33.0
0001101010111101,40.0,20.0,32.0,107.0,13.0,5.0,12.0,62.0
0001101010010000,40.0,55.0,41.0,34.0,17.0,4.0,9.0,11.0
0001101010001001,40.0,43.0,44.0,99.0,16.0,10.0,8.0,47.0
0001100111110000,40.0,63.0,23.0,51.0,5.0,6.0,2.0,21.0
0001100111101101,40.0,50.0,56.0,127.0,32.0,6.0,20.0,74.0
0001100110100110,40.0,23.0,29.0,64.0,41.0,2.0,2.0,17.0
0001100110010010,40.0,46.0,72.0,30.0,49.0,5.0,15.0,23.0
0001100100110011,40.0,39.0,129.0,70.0,45.0,4.0,14.0,85.0
0001100011010010,40.0,36.0,78.0,43.0,40.0,7.0,7.0,13.0
0001100011000101,40.0,41.0,69.0,99.0,27.0,6.0,9.0,22.0
0001100001101101,40.0,38.0,93.0,129.0,21.0,7.0,21.0,131.0
0001011111000100,40.0,38.0,59.0,45.0,6.0,4.0,21.0,4.0
0001011101101110,40.0,64.0,31.0,106.0,18.0,11.0,5.0,18.0
0001011101001100,40.0,22.0,101.0,24.0,31.0,10.0,11.0,15.0
0001011100100100,40.0,50.0,44.0,58.0,54.0,3.0,14.0,17.0
0001011100010111,40.0,37.0,77.0,98.0,31.0,6.0,38.0,210.0
0001011100010000,40.0,79.0,88.0,103.0,41.0,8.0,36.0,21.0
0001011100000001,40.0,55.0,48.0,34.0,41.0,5.0,7.0,24.0
0001011010100000,40.0,38.0,51.0,39.0,9.0,12.0,9.0,10.0
0001011000110110,40.0,42.0,95.0,83.0,14.0,9.0,9.0,19.0
0001011000101110,40.0,40.0,99.0,49.0,14.0,2.0,6.0,39.0
0001011000010011,40.0,102.0,93.0,175.0,25.0,8.0,14.0,290.0
0001010111011101,40.0,31.0,75.0,97.0,54.0,1.0,7.0,140.0
0001010111001010,40.0,70.0,64.0,34.0,32.0,0.0,8.0,1.0
0001010101111011,40.0,23.0,60.0,76.0,27.0,6.0,9.0,69.0
0001010101101111,40.0,50.0,50.0,141.0,32.0,9.0,1.0,88.0
0001010101100110,40.0,41.0,28.0,40.0,41.0,1.0,5.0,15.0
0001010100001011,40.0,35.0,89.0,73.0,69.0,4.0,14.0,71.0
